node_id	label	community	degree	strength
Vocal Cord Paralysis	Vocal Cord Paralysis	6	1	0.1793119680000068
Osteoarthritis	Osteoarthritis	7	13	10.044824656669427
Joint Diseases	Joint Diseases	7	12	9.008586619139964
Arthritis	Arthritis	7	11	7.939767548370661
Arthritis, Experimental	Arthritis, Experimental	7	8	6.069794496758272
Leishmaniasis, Cutaneous	Leishmaniasis, Cutaneous	7	7	5.185829854660251
Hyperalgesia	Hyperalgesia	7	6	5.020061331739768
Osteolysis	Osteolysis	7	7	4.708803247004546
Inflammation	Inflammation	7	6	4.469000064764531
Pain	Pain	7	6	4.457716865160107
Femur Head Necrosis	Femur Head Necrosis	7	6	4.399018905044224
Breast Diseases	Breast Diseases	7	6	4.272820367650678
Sciatic Neuropathy	Sciatic Neuropathy	7	5	4.21277253873559
Arthritis, Rheumatoid	Arthritis, Rheumatoid	7	6	3.985599250408808
Peripheral Nervous System Diseases	Peripheral Nervous System Diseases	7	6	3.9116128698262194
Legg-Perthes Disease	Legg-Perthes Disease	7	5	3.679646647397346
Arthritis, Psoriatic	Arthritis, Psoriatic	7	5	3.5689070210805784
Osteonecrosis	Osteonecrosis	7	5	3.529433666160855
Osteoarthritis, Hip	Osteoarthritis, Hip	7	4	3.2395171809635173
Osteochondritis Dissecans	Osteochondritis Dissecans	7	4	2.98183695260521
Hypoproteinemia	Hypoproteinemia	7	4	2.9628754378067717
Bone Neoplasms	Bone Neoplasms	7	4	2.954995067217779
Opioid-Related Disorders	Opioid-Related Disorders	7	4	2.8355734941015758
Burns	Burns	7	4	2.6119117297510783
Synovitis	Synovitis	7	3	2.402939975732945
Soft Tissue Neoplasms	Soft Tissue Neoplasms	7	3	2.1158658217165307
Neoplasm Metastasis	Neoplasm Metastasis	7	3	2.104537658577572
Testicular Diseases	Testicular Diseases	7	3	1.958430248035254
Neurogenic Inflammation	Neurogenic Inflammation	7	2	1.7100071097531504
Osteoarthritis, Knee	Osteoarthritis, Knee	7	2	1.6426753041943902
Osteosarcoma	Osteosarcoma	7	2	1.4223422758710282
Genital Diseases, Male	Genital Diseases, Male	7	2	1.3894222272575787
Lymphedema	Lymphedema	7	2	1.3789865782450006
Anemia, Sickle Cell	Anemia, Sickle Cell	7	2	1.3549468007364922
Bone Marrow Diseases	Bone Marrow Diseases	7	1	0.9173836751800604
Joint Instability	Joint Instability	7	1	0.7935382883204019
Cartilage Diseases	Cartilage Diseases	7	1	0.6971232617660746
Lymphangiectasis, Intestinal	Lymphangiectasis, Intestinal	7	1	0.690998541444443
Bone Diseases	Bone Diseases	7	1	0.6823880715060411
Polyneuropathies	Polyneuropathies	7	1	0.6427528831164057
Mastitis	Mastitis	7	1	0.4273971690147266
Brain Neoplasms	Brain Neoplasms	8	15	11.277023766326714
Glioblastoma	Glioblastoma	8	9	6.375670049138473
Brain Diseases	Brain Diseases	8	7	5.199022268174679
Cerebral Hemorrhage	Cerebral Hemorrhage	8	7	4.765070279535938
Astrocytoma	Astrocytoma	8	6	4.2938857458478505
Hypoglycemia	Hypoglycemia	8	6	4.266832409970666
Meningioma	Meningioma	8	6	4.085713560122437
Glioma	Glioma	8	5	3.8113256773273445
Intracranial Arteriovenous Malformations	Intracranial Arteriovenous Malformations	8	5	3.632678206826651
Migraine Disorders	Migraine Disorders	8	5	3.5265836517804856
Intracranial Aneurysm	Intracranial Aneurysm	8	5	3.461682352558767
Brain Ischemia	Brain Ischemia	8	5	3.450881690152028
Stroke	Stroke	8	4	3.1194395856303134
Sinus Thrombosis, Intracranial	Sinus Thrombosis, Intracranial	8	4	3.0841967260988046
Cerebral Infarction	Cerebral Infarction	8	4	2.940337346733465
Craniocerebral Trauma	Craniocerebral Trauma	8	3	2.0585206959441376
Cerebrovascular Disorders	Cerebrovascular Disorders	8	3	1.9117498535815054
Carotid Artery Diseases	Carotid Artery Diseases	8	3	1.7574935078551448
Citrullinemia	Citrullinemia	8	2	1.7226305753104998
Hyperammonemia	Hyperammonemia	8	2	1.565918680951276
Headache	Headache	8	2	1.5629754316808295
Central Nervous System Diseases	Central Nervous System Diseases	8	2	1.5629579046579058
Poisoning	Poisoning	8	2	1.3763011740354987
Migraine with Aura	Migraine with Aura	8	2	1.292314640222906
Carotid Artery, Internal, Dissection	Carotid Artery, Internal, Dissection	8	2	1.1831257446415753
Carotid Stenosis	Carotid Stenosis	8	2	1.0494200619038496
Carbamoyl-Phosphate Synthase I Deficiency Disease	Carbamoyl-Phosphate Synthase I Deficiency Disease	8	1	0.9470266338533044
Infarction, Middle Cerebral Artery	Infarction, Middle Cerebral Artery	8	1	0.877989701129969
Brain Injuries	Brain Injuries	8	1	0.8242100047219217
Ornithine Carbamoyltransferase Deficiency Disease	Ornithine Carbamoyltransferase Deficiency Disease	8	1	0.8145672590792132
Ischemic Attack, Transient	Ischemic Attack, Transient	8	1	0.6859892875859506
Supratentorial Neoplasms	Supratentorial Neoplasms	8	1	0.6857911332065562
Hemangioma, Cavernous, Central Nervous System	Hemangioma, Cavernous, Central Nervous System	8	1	0.6845796030394375
Hypopituitarism	Hypopituitarism	8	1	0.661092520887404
Heart Arrest	Heart Arrest	8	1	0.6604976364753601
CADASIL	CADASIL	8	1	0.631347013040358
Hypoxia-Ischemia, Brain	Hypoxia-Ischemia, Brain	8	1	0.6268084690710006
Carotid Artery Thrombosis	Carotid Artery Thrombosis	8	1	0.5906152397619161
Vertebral Artery Dissection	Vertebral Artery Dissection	8	1	0.5569251036822864
Thrombophilia	Thrombophilia	8	1	0.5422933719348212
Skin Diseases	Skin Diseases	9	25	19.955716451670074
Psoriasis	Psoriasis	9	23	18.174358713033566
Keratosis	Keratosis	9	19	15.206645581847496
Drug Eruptions	Drug Eruptions	9	18	14.943017344948505
Cholestasis, Intrahepatic	Cholestasis, Intrahepatic	9	14	11.531193836186981
Urticaria	Urticaria	9	13	11.324354278034662
Dermatitis, Atopic	Dermatitis, Atopic	9	13	11.19714665033126
Keloid	Keloid	9	13	10.828960562425104
Polycythemia Vera	Polycythemia Vera	9	13	9.430311783628463
Liver Cirrhosis, Biliary	Liver Cirrhosis, Biliary	9	9	7.049211454564886
Dermatitis	Dermatitis	9	7	6.061942600150881
Pruritus	Pruritus	9	6	5.295772329217533
Dermatitis, Contact	Dermatitis, Contact	9	6	5.066576709374268
Lymphoma, T-Cell, Cutaneous	Lymphoma, T-Cell, Cutaneous	9	6	4.816466902905946
Photosensitivity Disorders	Photosensitivity Disorders	9	7	4.713420587147811
Candidiasis, Vulvovaginal	Candidiasis, Vulvovaginal	9	5	4.293157546773077
Dermatitis, Allergic Contact	Dermatitis, Allergic Contact	9	5	4.201565073532741
Porokeratosis	Porokeratosis	9	5	4.167384280739241
Eczema	Eczema	9	5	3.9582196606194433
Parapsoriasis	Parapsoriasis	9	5	3.8751450777651497
Staphylococcal Skin Infections	Staphylococcal Skin Infections	9	5	3.801786018677412
Folliculitis	Folliculitis	9	4	3.4575523217949558
Vulvar Neoplasms	Vulvar Neoplasms	9	4	3.2726926898415183
Uremia	Uremia	9	3	2.3911558342146946
Erythrokeratodermia Variabilis	Erythrokeratodermia Variabilis	9	2	1.584378400199176
Lichenoid Eruptions	Lichenoid Eruptions	9	2	1.5465053746382131
Alagille Syndrome	Alagille Syndrome	9	2	1.5369658864918856
Facial Dermatoses	Facial Dermatoses	9	2	1.4848750942350364
Epidermolysis Bullosa Dystrophica	Epidermolysis Bullosa Dystrophica	9	2	1.2426716453461808
Dermatitis, Exfoliative	Dermatitis, Exfoliative	9	1	0.8445684859994271
Erythema	Erythema	9	1	0.7500202944557987
Skin Diseases, Vesiculobullous	Skin Diseases, Vesiculobullous	9	1	0.5815295249892568
Epilepsy, Reflex	Epilepsy, Reflex	9	1	0.2363845016560673
Depressive Disorder	Depressive Disorder	10	8	5.73252178512635
Schizophrenia	Schizophrenia	10	8	5.5202643019233015
Bipolar Disorder	Bipolar Disorder	10	8	5.437140103269444
Alzheimer Disease	Alzheimer Disease	10	6	5.179213918659797
Substance-Related Disorders	Substance-Related Disorders	10	8	5.061935622198864
Psychotic Disorders	Psychotic Disorders	10	6	4.8402096297229775
Dementia	Dementia	10	6	4.83804639421057
Anxiety Disorders	Anxiety Disorders	10	7	4.501713663045592
Atrophy	Atrophy	10	6	4.477503451496654
Depressive Disorder, Major	Depressive Disorder, Major	10	6	4.401931507891378
Cognition Disorders	Cognition Disorders	10	5	4.108015914107318
Mood Disorders	Mood Disorders	10	5	3.628866684259633
Erectile Dysfunction	Erectile Dysfunction	10	5	3.3632832964207084
Psychoses, Substance-Induced	Psychoses, Substance-Induced	10	4	3.3495806622221
Amphetamine-Related Disorders	Amphetamine-Related Disorders	10	4	2.757492780140056
Lewy Body Disease	Lewy Body Disease	10	3	2.6652736789947156
Dementia, Vascular	Dementia, Vascular	10	3	2.566304272291662
Depression, Postpartum	Depression, Postpartum	10	4	2.4583469124549437
Memory Disorders	Memory Disorders	10	3	2.449794280588562
Alcohol Withdrawal Delirium	Alcohol Withdrawal Delirium	10	3	2.0925069298461434
Sexual Dysfunctions, Psychological	Sexual Dysfunctions, Psychological	10	3	2.027767417064951
Panic Disorder	Panic Disorder	10	2	1.5317796647006956
Infertility	Infertility	10	2	1.4420417123784481
Neurotic Disorders	Neurotic Disorders	10	2	1.4354654889241147
Infertility, Male	Infertility, Male	10	2	1.3631567908493238
Alopecia Areata	Alopecia Areata	10	2	1.3562694019249197
Dyssomnias	Dyssomnias	10	2	1.3140465285026957
Hyperventilation	Hyperventilation	10	1	0.9000165620757975
Myoclonic Epilepsy, Juvenile	Myoclonic Epilepsy, Juvenile	10	1	0.6059736058345582
Sleep Disorders, Circadian Rhythm	Sleep Disorders, Circadian Rhythm	10	1	0.5994661902313967
Personality Disorders	Personality Disorders	10	1	0.5867520726036229
Schizophrenia, Catatonic	Schizophrenia, Catatonic	10	1	0.2653461598576534
Neurodegenerative Diseases	Neurodegenerative Diseases	11	9	7.493243362170457
Parkinsonian Disorders	Parkinsonian Disorders	11	7	5.497042269809299
Spinocerebellar Ataxias	Spinocerebellar Ataxias	11	7	5.037056660613309
Nerve Degeneration	Nerve Degeneration	11	7	4.913833032131687
Multiple System Atrophy	Multiple System Atrophy	11	5	4.219999322021175
Parkinson Disease	Parkinson Disease	11	6	3.898278130378381
Cerebellar Diseases	Cerebellar Diseases	11	5	3.6507460462367094
Parkinson Disease, Secondary	Parkinson Disease, Secondary	11	4	3.0169557905264557
Tauopathies	Tauopathies	11	3	2.5954572506176854
Supranuclear Palsy, Progressive	Supranuclear Palsy, Progressive	11	3	2.4879479678626826
Hepatolenticular Degeneration	Hepatolenticular Degeneration	11	4	2.4490553514460505
Tremor	Tremor	11	4	2.394995140073436
Striatonigral Degeneration	Striatonigral Degeneration	11	3	2.3881030660885254
Spinocerebellar Degenerations	Spinocerebellar Degenerations	11	3	2.327500145641203
Movement Disorders	Movement Disorders	11	3	2.116399506114125
Myoclonic Epilepsies, Progressive	Myoclonic Epilepsies, Progressive	11	3	2.0705870518750937
Machado-Joseph Disease	Machado-Joseph Disease	11	3	2.067538802459284
Pick Disease of the Brain	Pick Disease of the Brain	11	2	1.7857018056016207
Frontotemporal Dementia	Frontotemporal Dementia	11	2	1.7443345244336872
Essential Tremor	Essential Tremor	11	2	1.6818177453466454
Niemann-Pick Disease, Type C	Niemann-Pick Disease, Type C	11	2	1.636663097597496
Huntington Disease	Huntington Disease	11	2	1.4755117613302016
Ataxia Telangiectasia	Ataxia Telangiectasia	11	2	1.3858147062281851
Friedreich Ataxia	Friedreich Ataxia	11	2	1.3239083915813912
Cerebellar Ataxia	Cerebellar Ataxia	11	1	0.7819756828331191
Chorea	Chorea	11	1	0.7559500333190261
Basal Ganglia Diseases	Basal Ganglia Diseases	11	1	0.7344771855246248
Dyskinesia, Drug-Induced	Dyskinesia, Drug-Induced	11	1	0.715028280931653
Heredodegenerative Disorders, Nervous System	Heredodegenerative Disorders, Nervous System	11	1	0.6586183159140004
Vitamin E Deficiency	Vitamin E Deficiency	11	1	0.6307134297252884
Jaw Diseases	Jaw Diseases	11	1	0.1534513743856295
Olfaction Disorders	Olfaction Disorders	11	1	0.1335229494290104
Retinal Degeneration	Retinal Degeneration	12	14	10.59452581146996
Retinal Diseases	Retinal Diseases	12	9	7.615057540870866
Uveitis	Uveitis	12	8	5.773549892423208
Glaucoma	Glaucoma	12	7	5.296734460520966
Macular Degeneration	Macular Degeneration	12	5	3.9864650314577985
Retinal Vein Occlusion	Retinal Vein Occlusion	12	5	3.964881764123663
Glaucoma, Open-Angle	Glaucoma, Open-Angle	12	5	3.870722496956575
Choroidal Neovascularization	Choroidal Neovascularization	12	4	3.4185843826180307
Choroid Diseases	Choroid Diseases	12	4	3.265920403535222
Optic Atrophy	Optic Atrophy	12	4	3.2422216099418373
Optic Nerve Diseases	Optic Nerve Diseases	12	4	3.238494401454953
Pituitary Neoplasms	Pituitary Neoplasms	12	4	2.8202112268030337
Night Blindness	Night Blindness	12	3	2.5570347559484214
Retinal Dystrophies	Retinal Dystrophies	12	3	2.35961718532592
Optic Atrophy, Hereditary, Leber	Optic Atrophy, Hereditary, Leber	12	3	2.239827776977123
Optic Neuropathy, Ischemic	Optic Neuropathy, Ischemic	12	2	1.7654707516458688
Leber Congenital Amaurosis	Leber Congenital Amaurosis	12	2	1.7052129452036204
Optic Atrophies, Hereditary	Optic Atrophies, Hereditary	12	2	1.523847327700347
Corneal Dystrophies, Hereditary	Corneal Dystrophies, Hereditary	12	2	1.5174114886380137
Color Vision Defects	Color Vision Defects	12	2	1.5008341930211944
Low Tension Glaucoma	Low Tension Glaucoma	12	1	0.9497903973082816
Retinitis Pigmentosa	Retinitis Pigmentosa	12	2	0.894674761116397
Retinal Drusen	Retinal Drusen	12	1	0.8846957690657306
Blindness	Blindness	12	1	0.8549193101088358
Optic Disk Drusen	Optic Disk Drusen	12	1	0.8529170838858167
Keratoconus	Keratoconus	12	1	0.8235958790387771
Eye Diseases, Hereditary	Eye Diseases, Hereditary	12	1	0.7881909565683006
Iris Diseases	Iris Diseases	12	1	0.2759155000433625
Usher Syndromes	Usher Syndromes	12	1	0.2193749424460732
Epilepsy	Epilepsy	13	12	9.85332887072458
Classical Lissencephalies and Subcortical Band Heterotopias	Classical Lissencephalies and Subcortical Band Heterotopias	13	10	8.258826797833557
Seizures	Seizures	13	9	7.351857701506099
Epilepsy, Generalized	Epilepsy, Generalized	13	9	7.325684400342464
Incontinentia Pigmenti	Incontinentia Pigmenti	13	8	6.802065988909491
Substance Withdrawal Syndrome	Substance Withdrawal Syndrome	13	7	4.812628390007237
Hyponatremia	Hyponatremia	13	7	4.5338685944264006
Seizures, Febrile	Seizures, Febrile	13	5	4.416695617777547
Malformations of Cortical Development	Malformations of Cortical Development	13	6	4.3810636009320385
Epilepsies, Partial	Epilepsies, Partial	13	5	4.039965595556565
Neuroblastoma	Neuroblastoma	13	6	3.9337384581941697
Epilepsy, Absence	Epilepsy, Absence	13	4	3.0786379646145963
Myoclonus	Myoclonus	13	3	2.5331228142420037
Creutzfeldt-Jakob Syndrome	Creutzfeldt-Jakob Syndrome	13	3	2.2966519682430335
Epilepsies, Myoclonic	Epilepsies, Myoclonic	13	3	2.275318182783681
Epilepsy, Benign Neonatal	Epilepsy, Benign Neonatal	13	3	2.172861466742897
Neurotoxicity Syndromes	Neurotoxicity Syndromes	13	3	2.0961652350922795
Alcoholism	Alcoholism	13	3	1.862391292087467
Unverricht-Lundborg Syndrome	Unverricht-Lundborg Syndrome	13	2	1.7024946353180996
Epilepsy, Complex Partial	Epilepsy, Complex Partial	13	1	0.7866816058739253
Hamartoma	Hamartoma	13	1	0.7289260135527801
Insulinoma	Insulinoma	13	1	0.6232605354147617
Lipidoses	Lipidoses	13	1	0.5181917343050152
Alcohol-Related Disorders	Alcohol-Related Disorders	13	1	0.5065697275189631
Neuronal Migration Disorders	Neuronal Migration Disorders	13	1	0.3026341848808294
Spondylitis, Ankylosing	Spondylitis, Ankylosing	14	8	5.66136861943667
Osteoporosis	Osteoporosis	14	8	5.3088016677637535
Female Urogenital Diseases	Female Urogenital Diseases	14	6	4.417816570963778
Prostatic Neoplasms	Prostatic Neoplasms	14	5	3.4136271621006133
Prostatic Intraepithelial Neoplasia	Prostatic Intraepithelial Neoplasia	14	4	2.9349251376929657
Scoliosis	Scoliosis	14	4	2.898260674394847
Urinary Incontinence	Urinary Incontinence	14	3	2.4151845052704264
Spinal Diseases	Spinal Diseases	14	3	2.3719877863038974
Breast Neoplasms	Breast Neoplasms	14	3	1.9343375212054712
Kyphosis	Kyphosis	14	2	1.4711233162700585
Osteoporosis, Postmenopausal	Osteoporosis, Postmenopausal	14	2	1.444484355918974
Sarcoma, Ewing's	Sarcoma, Ewing's	14	2	1.3774865793969262
Rectal Fistula	Rectal Fistula	14	2	1.2258964493068318
Fractures, Compression	Fractures, Compression	14	1	0.8040429024623851
Intervertebral Disk Displacement	Intervertebral Disk Displacement	14	1	0.7619855435352163
Vaginal Diseases	Vaginal Diseases	14	1	0.7545430709303992
Back Pain	Back Pain	14	1	0.7398301237498061
Vaginal Neoplasms	Vaginal Neoplasms	14	1	0.6811036949526356
Spondylarthropathies	Spondylarthropathies	14	1	0.6678934325026482
Pseudarthrosis	Pseudarthrosis	14	1	0.6457736435141503
Aortic Aneurysm, Abdominal	Aortic Aneurysm, Abdominal	14	1	0.6360256353092201
Chondrocalcinosis	Chondrocalcinosis	14	1	0.1113378981779976
Keratitis	Keratitis	15	6	4.622749145253199
Osteogenesis Imperfecta	Osteogenesis Imperfecta	15	6	4.409043802877675
Deafness	Deafness	15	5	4.270779229213078
Ear Diseases	Ear Diseases	15	4	2.700585196294681
Osteitis Deformans	Osteitis Deformans	15	4	2.6883399837158866
Fractures, Bone	Fractures, Bone	15	3	1.9956626693638257
Waardenburg's Syndrome	Waardenburg's Syndrome	15	2	1.7273158059446052
Ichthyosiform Erythroderma, Congenital	Ichthyosiform Erythroderma, Congenital	15	2	1.6656800389025594
Hearing Loss, Sensorineural	Hearing Loss, Sensorineural	15	2	1.580157297404971
Osteosclerosis	Osteosclerosis	15	2	1.4775801811281601
Camurati-Engelmann Syndrome	Camurati-Engelmann Syndrome	15	2	1.3518675509157385
Ossification, Heterotopic	Ossification, Heterotopic	15	2	1.1961775580317369
Vestibular Diseases	Vestibular Diseases	15	2	1.1843362407718523
Goiter	Goiter	15	1	0.9130793623109068
Cogan Syndrome	Cogan Syndrome	15	1	0.8840457124484169
Mandibulofacial Dysostosis	Mandibulofacial Dysostosis	15	1	0.8085775630914707
Femoral Fractures	Femoral Fractures	15	1	0.7695132413027554
Branchio-Oto-Renal Syndrome	Branchio-Oto-Renal Syndrome	15	1	0.7665461810695354
Keratoderma, Palmoplantar	Keratoderma, Palmoplantar	15	1	0.7605884748043072
Neurilemmoma	Neurilemmoma	15	1	0.7066553918925843
Acro-Osteolysis	Acro-Osteolysis	15	1	0.700093829113391
von Hippel-Lindau Disease	von Hippel-Lindau Disease	15	1	0.5427804192010985
Neural Tube Defects	Neural Tube Defects	16	11	8.17520685093881
Spinal Dysraphism	Spinal Dysraphism	16	8	6.637248193551574
Urinary Tract Infections	Urinary Tract Infections	16	8	6.357831860174014
Urinary Bladder Neoplasms	Urinary Bladder Neoplasms	16	8	5.9996735940748
Spina Bifida Cystica	Spina Bifida Cystica	16	7	5.622656780217474
Hirschsprung Disease	Hirschsprung Disease	16	7	5.395458588226944
Vesico-Ureteral Reflux	Vesico-Ureteral Reflux	16	6	4.950073136855597
Anus, Imperforate	Anus, Imperforate	16	7	4.65743844846432
Intestinal Pseudo-Obstruction	Intestinal Pseudo-Obstruction	16	6	4.201309100733198
Urologic Diseases	Urologic Diseases	16	5	3.958716461567776
Anus Diseases	Anus Diseases	16	3	2.238244321256009
Urogenital Abnormalities	Urogenital Abnormalities	16	3	1.986534345533892
Megacolon	Megacolon	16	2	1.6822306513641592
Multiple Endocrine Neoplasia Type 2b	Multiple Endocrine Neoplasia Type 2b	16	2	1.5408593479368209
Multiple Endocrine Neoplasia	Multiple Endocrine Neoplasia	16	2	1.3908347147320006
Cystadenocarcinoma, Serous	Cystadenocarcinoma, Serous	16	2	1.3352808870813142
Meningomyelocele	Meningomyelocele	16	1	0.9361521013043252
Urinary Bladder Diseases	Urinary Bladder Diseases	16	1	0.7591789727599444
Ulcer	Ulcer	16	1	0.6583702461535574
Prostatic Diseases	Prostatic Diseases	16	1	0.6052812931380218
Chordoma	Chordoma	16	1	0.2018299147241117
Fetal Growth Retardation	Fetal Growth Retardation	17	12	9.618611142478626
Pregnancy Complications	Pregnancy Complications	17	11	8.019888321965093
Hernia, Umbilical	Hernia, Umbilical	17	10	7.436283170045755
Premature Birth	Premature Birth	17	9	7.175692254232173
Abortion, Spontaneous	Abortion, Spontaneous	17	9	7.063676094072506
Abnormalities, Drug-Induced	Abnormalities, Drug-Induced	17	8	5.357385571394834
Congenital Abnormalities	Congenital Abnormalities	17	7	4.9897166029819315
Fetal Death	Fetal Death	17	5	3.937234952602318
Respiratory Distress Syndrome, Newborn	Respiratory Distress Syndrome, Newborn	17	5	3.8873935812184026
Abortion, Habitual	Abortion, Habitual	17	4	2.862038322088086
Wilms Tumor	Wilms Tumor	17	3	2.407518518797282
Fetal Membranes, Premature Rupture	Fetal Membranes, Premature Rupture	17	2	1.5538150078594313
Hyaline Membrane Disease	Hyaline Membrane Disease	17	2	1.5485501111065822
Bronchopulmonary Dysplasia	Bronchopulmonary Dysplasia	17	2	1.4750817775021812
Abruptio Placentae	Abruptio Placentae	17	2	1.2925262583689903
Esophageal Atresia	Esophageal Atresia	17	2	1.2281111049017284
Anemia, Neonatal	Anemia, Neonatal	17	1	0.8130039405668548
Dwarfism	Dwarfism	17	1	0.7980457308121488
Phenylketonurias	Phenylketonurias	17	1	0.7824999575064657
Enterocolitis, Necrotizing	Enterocolitis, Necrotizing	17	1	0.746381259450199
Prenatal Exposure Delayed Effects	Prenatal Exposure Delayed Effects	17	1	0.6957216254823498
Liver Cirrhosis, Experimental	Liver Cirrhosis, Experimental	18	12	9.160101981117238
Mammary Neoplasms, Experimental	Mammary Neoplasms, Experimental	18	7	5.507077929559205
Bone Diseases, Metabolic	Bone Diseases, Metabolic	18	7	4.8641612154784015
Liver Neoplasms, Experimental	Liver Neoplasms, Experimental	18	5	4.007147128128012
Precancerous Conditions	Precancerous Conditions	18	5	3.6322020663567405
Neoplasms, Experimental	Neoplasms, Experimental	18	4	3.1878553115064454
Dwarfism, Pituitary	Dwarfism, Pituitary	18	4	2.918773670964134
Cardiomegaly	Cardiomegaly	18	4	2.90274324685227
Deficiency Diseases	Deficiency Diseases	18	3	2.2255302665270182
Melanoma, Experimental	Melanoma, Experimental	18	3	2.1717239513276385
Fibrosarcoma	Fibrosarcoma	18	2	1.6064477333301466
Bone Resorption	Bone Resorption	18	2	1.5200544375270035
Diabetes Mellitus, Experimental	Diabetes Mellitus, Experimental	18	2	1.4521528465757887
Growth Disorders	Growth Disorders	18	2	1.4089789860303412
Mammary Neoplasms, Animal	Mammary Neoplasms, Animal	18	1	0.8175252956663491
Diabetic Cardiomyopathies	Diabetic Cardiomyopathies	18	1	0.7238845631655024
Carbon Tetrachloride Poisoning	Carbon Tetrachloride Poisoning	18	1	0.6993128445183695
Tuberculosis, Bovine	Tuberculosis, Bovine	18	1	0.6903377682499088
Failure to Thrive	Failure to Thrive	18	1	0.6427033388113234
Cataract	Cataract	19	8	6.1464911010219145
Myopia	Myopia	19	7	5.647104087933822
Refractive Errors	Refractive Errors	19	4	3.4935127713937564
Corneal Opacity	Corneal Opacity	19	4	3.1360579142141702
Anisometropia	Anisometropia	19	3	2.6122993471462213
Retinal Detachment	Retinal Detachment	19	3	2.5110966816437257
Hemangioma, Capillary	Hemangioma, Capillary	19	3	2.26767509262895
Eye Abnormalities	Eye Abnormalities	19	2	1.6731826603665643
Microphthalmos	Microphthalmos	19	2	1.6622551935796002
Retinoblastoma	Retinoblastoma	19	2	1.6228275648393726
Vitreoretinopathy, Proliferative	Vitreoretinopathy, Proliferative	19	2	1.5502165643995962
Amblyopia	Amblyopia	19	1	0.9047246761870644
Hyperopia	Hyperopia	19	1	0.8791477815090565
Myopia, Degenerative	Myopia, Degenerative	19	1	0.8391226369840553
Fuchs' Endothelial Dystrophy	Fuchs' Endothelial Dystrophy	19	1	0.7788854845465196
Gyrate Atrophy	Gyrate Atrophy	19	1	0.7689955412503672
Aphakia	Aphakia	19	1	0.7524876646348827
Ectopia Lentis	Ectopia Lentis	19	1	0.7262551815458383
Hemangioma	Hemangioma	19	1	0.5975575690646139
Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphocytic, Chronic, B-Cell	20	8	6.174605976581508
Thrombocytopenia	Thrombocytopenia	20	7	5.6958762089991755
Anemia, Aplastic	Anemia, Aplastic	20	6	4.462903528334446
Common Variable Immunodeficiency	Common Variable Immunodeficiency	20	5	3.894702075111306
Autoimmune Diseases	Autoimmune Diseases	20	5	3.83076663224988
Hematologic Diseases	Hematologic Diseases	20	4	3.4431862847456953
Anemia, Hemolytic, Autoimmune	Anemia, Hemolytic, Autoimmune	20	4	3.319780897431201
Autoimmune Lymphoproliferative Syndrome	Autoimmune Lymphoproliferative Syndrome	20	4	3.259247004428193
Blood Platelet Disorders	Blood Platelet Disorders	20	4	3.128540211134013
Myelodysplastic Syndromes	Myelodysplastic Syndromes	20	4	3.0243032188793313
Bernard-Soulier Syndrome	Bernard-Soulier Syndrome	20	3	2.3351795435719094
Hepatitis C	Hepatitis C	20	3	2.232432141299413
Hepatitis C, Chronic	Hepatitis C, Chronic	20	2	1.4885927449975993
IgA Deficiency	IgA Deficiency	20	2	1.4135686528749052
Thrombocytosis	Thrombocytosis	20	2	1.2595406911928713
Primary Myelofibrosis	Primary Myelofibrosis	20	1	0.6682890107062737
Sea-Blue Histiocyte Syndrome	Sea-Blue Histiocyte Syndrome	20	1	0.6437705849295415
Thrombocythemia, Essential	Thrombocythemia, Essential	20	1	0.6183967966536498
Disorders of Sex Development	Disorders of Sex Development	21	9	7.789019082653184
Ovarian Neoplasms	Ovarian Neoplasms	21	9	7.5842189046133885
Adenoma	Adenoma	21	6	3.879892935046526
Adrenal Hyperplasia, Congenital	Adrenal Hyperplasia, Congenital	21	3	2.41411391309198
Leydig Cell Tumor	Leydig Cell Tumor	21	2	1.8540679083671932
Adrenocortical Carcinoma	Adrenocortical Carcinoma	21	2	1.7844871563869258
46, XY Disorders of Sex Development	46, XY Disorders of Sex Development	21	2	1.7335395945087684
46, XX Disorders of Sex Development	46, XX Disorders of Sex Development	21	2	1.7335395945087684
Antley-Bixler Syndrome Phenotype	Antley-Bixler Syndrome Phenotype	21	2	1.7335395945087684
Prolactinoma	Prolactinoma	21	3	1.6548758749434387
Gonadal Dysgenesis, 46,XX	Gonadal Dysgenesis, 46,XX	21	2	1.6543169668526365
Androgen-Insensitivity Syndrome	Androgen-Insensitivity Syndrome	21	1	0.803916385937147
Hydrocephalus	Hydrocephalus	21	2	0.792990642371814
Pituitary Diseases	Pituitary Diseases	21	1	0.6727353060768279
Acromegaly	Acromegaly	21	1	0.6329129385688134
Hydranencephaly	Hydranencephaly	21	1	0.2380638481568375
Asthma	Asthma	22	11	8.106978875802803
Hypersensitivity	Hypersensitivity	22	8	5.80928202875195
Respiratory Hypersensitivity	Respiratory Hypersensitivity	22	6	4.595781350537701
Hypersensitivity, Immediate	Hypersensitivity, Immediate	22	5	3.906745572388053
Asbestosis	Asbestosis	22	5	3.6595518677290233
Bronchial Hyperreactivity	Bronchial Hyperreactivity	22	4	3.2551652667888415
Rhinitis	Rhinitis	22	3	2.07495864572748
