MeSH Disease Term	MeSH Disease Term.1	symptom similarity score	similarity_score	shared_genes	sim_norm	gene_norm	repurposing_score
Metabolic Syndrome X	Hyperlipoproteinemias	0.9150646386646192	0.9150646386646192	0	0.879724753732508	0.0	0.7037798029860065
von Willebrand Diseases	Hemorrhagic Disorders	0.9148619743345024	0.9148619743345024	0	0.8794348813479774	0.0	0.7035479050783819
Alopecia	Hirsutism	0.9147609402407784	0.9147609402407784	0	0.8792903714894847	0.0	0.7034322971915878
Diabetes Mellitus	Hyperlipoproteinemias	0.9145812859416536	0.9145812859416536	0	0.879033410533166	0.0	0.7032267284265328
Hyperinsulinism	Bardet-Biedl Syndrome	0.9144355491672465	0.9144355491672465	0	0.8788249620790801	0.0	0.7030599696632641
Microcephaly	Metabolism, Inborn Errors	0.9143685224977064	0.9143685224977064	0	0.8787290933067337	0.0	0.702983274645387
Hypertriglyceridemia	Hyperlipoproteinemias	0.9140773907850218	0.9140773907850218	0	0.8783126853294653	0.0	0.7026501482635723
Fragile X Syndrome	Klinefelter Syndrome	0.9140399412861858	0.9140399412861858	0	0.8782591210168859	0.0	0.7026072968135088
Metabolism, Inborn Errors	Chromosome Disorders	0.913981406043038	0.913981406043038	0	0.8781753975984602	0.0	0.7025403180787682
Hypogonadism	Kallmann Syndrome	0.9139483489816442	0.9139483489816442	0	0.8781281158236838	0.0	0.702502492658947
Hyperlipoproteinemias	Hypoalphalipoproteinemias	0.9138984891097164	0.9138984891097164	0	0.878056800856912	0.0	0.7024454406855296
Hepatitis B	Jaundice, Chronic Idiopathic	0.9138960230585684	0.9138960230585684	0	0.8780532736445691	0.0	0.7024426189156553
Bloom Syndrome	Werner Syndrome	0.9134787983502536	0.9134787983502536	0	0.8774565138644211	0.0	0.701965211091537
Bone Diseases, Developmental	Abnormalities, Multiple	0.913407954277035	0.913407954277035	0	0.8773551850295842	0.0	0.7018841480236674
Neurofibromatoses	Neurofibromatosis 1	0.9132205373492568	0.9132205373492568	0	0.8770871211244797	0.0	0.7016696968995838
Goiter	Deafness	0.9130793623109068	0.9130793623109068	0	0.8768851973573366	0.0	0.7015081578858693
Sick Sinus Syndrome	Death, Sudden, Cardiac	0.913076997061247	0.913076997061247	0	0.8768818143221547	0.0	0.7015054514577238
Metabolic Diseases	Dyslipidemias	0.9129530536296848	0.9129530536296848	0	0.8767045370576596	0.0	0.7013636296461278
Hypergammaglobulinemia	Lymphopenia	0.9129324990967584	0.9129324990967584	0	0.8766751377476337	0.0	0.701340110198107
Folliculitis	Keloid	0.9126853031446736	0.9126853031446736	0	0.8763215714341346	0.0	0.7010572571473077
Dermatitis, Atopic	Dermatitis, Allergic Contact	0.9126803270256824	0.9126803270256824	0	0.8763144540520237	0.0	0.701051563241619
Dermatitis, Atopic	Dermatitis	0.9126415468824992	0.9126415468824992	0	0.8762589865083743	0.0	0.7010071892066995
Leishmaniasis, Cutaneous	Sciatic Neuropathy	0.9124810074513714	0.9124810074513714	0	0.8760293656980156	0.0	0.7008234925584125
Craniofacial Dysostosis	Hand Deformities, Congenital	0.9121218233062712	0.9121218233062712	0	0.8755156217916962	0.0	0.700412497433357
Arrhythmias, Cardiac	Heart Block	0.9121024008969386	0.9121024008969386	0	0.8754878417669463	0.0	0.7003902734135571
Metabolic Diseases	Bardet-Biedl Syndrome	0.9119894338718616	0.9119894338718616	0	0.8753262641429335	0.0	0.7002610113143468
Rickets	Hypoparathyroidism	0.911767474804122	0.911767474804122	0	0.8750087943435031	0.0	0.7000070354748025
Coronary Artery Disease	Coronary Stenosis	0.911562652904532	0.911562652904532	0	0.8747158359703939	0.0	0.6997726687763152
Long QT Syndrome	Death, Sudden, Cardiac	0.9115377977911032	0.9115377977911032	0	0.8746802855062682	0.0	0.6997442284050146
Tooth Abnormalities	Craniofacial Dysostosis	0.9115133973725816	0.9115133973725816	0	0.8746453853958427	0.0	0.6997163083166742
Neovascularization, Pathologic	Reperfusion Injury	0.9114379772224112	0.9114379772224112	0	0.8745375113621685	0.0	0.6996300090897348
Pulmonary Disease, Chronic Obstructive	Pulmonary Emphysema	0.9113271733346936	0.9113271733346936	0	0.8743790276905256	0.0	0.6995032221524204
Abnormalities, Multiple	Craniosynostoses	0.91101970447499	0.91101970447499	0	0.8739392525634481	0.0	0.6991514020507585
Myocardial Ischemia	Coronary Aneurysm	0.9108938955271504	0.9108938955271504	0	0.8737593070363562	0.0	0.699007445629085
Abnormalities, Multiple	Metabolism, Inborn Errors	0.9104951752400956	0.9104951752400956	0	0.8731890142754016	0.0	0.6985512114203214
Chromosome Disorders	Polydactyly	0.9101738897594543	0.9101738897594543	0	0.8727294771267831	0.0	0.6981835817014265
Lymphopenia	Job's Syndrome	0.910121572572808	0.910121572572808	0	0.8726546474434521	0.0	0.6981237179547617
Mental Retardation	Klinefelter Syndrome	0.9093575504621856	0.9093575504621856	0	0.8715618606125745	0.0	0.6972494884900596
Dermatitis, Atopic	Keloid	0.9093230476938812	0.9093230476938812	0	0.8715125110318389	0.0	0.6972100088254711
Dwarfism	Chromosome Disorders	0.9093058231683596	0.9093058231683596	0	0.8714878746575817	0.0	0.6971902997260654
Craniofacial Abnormalities	Syndactyly	0.9090971506082411	0.9090971506082411	0	0.8711894086544483	0.0	0.6969515269235587
Hematologic Diseases	Blood Platelet Disorders	0.908843106457293	0.908843106457293	0	0.8708260473082807	0.0	0.6966608378466246
Chromosome Breakage	Blepharophimosis	0.9088250520252652	0.9088250520252652	0	0.8708002239122236	0.0	0.6966401791297789
Glucose Intolerance	Hypoalphalipoproteinemias	0.908757460061074	0.908757460061074	0	0.8707035465944938	0.0	0.6965628372755951
Myocardial Ischemia	Coronary Disease	0.9087351726316288	0.9087351726316288	0	0.8706716687089545	0.0	0.6965373349671636
Wolff-Parkinson-White Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.9086765406068872	0.9086765406068872	0	0.8705878068630544	0.0	0.6964702454904436
Skin Diseases	Dermatitis	0.908544925841706	0.908544925841706	0	0.8703995572297788	0.0	0.6963196457838231
Optic Atrophy	Retinal Diseases	0.9083150894728866	0.9083150894728866	0	0.8700708204646898	0.0	0.6960566563717518
Lung Diseases, Obstructive	Pulmonary Emphysema	0.9081507584948888	0.9081507584948888	0	0.8698357765750371	0.0	0.6958686212600297
Dwarfism	Chromosome Breakage	0.9080981125158052	0.9080981125158052	0	0.8697604766172985	0.0	0.6958083812938388
Mammary Neoplasms, Experimental	Liver Cirrhosis, Experimental	0.9080683722607348	0.9080683722607348	0	0.8697179388966801	0.0	0.6957743511173442
Mental Retardation	Craniofacial Dysostosis	0.9080617683423876	0.9080617683423876	0	0.8697084932603542	0.0	0.6957667946082834
Microcephaly	Syndactyly	0.9077757197803464	0.9077757197803464	0	0.8692993557534102	0.0	0.6954394846027282
Neoplasms, Experimental	Liver Neoplasms, Experimental	0.9075401495113165	0.9075401495113165	0	0.8689624177457751	0.0	0.6951699341966201
Neurofibromatosis 1	Fibrous Dysplasia, Polyostotic	0.9074396565346136	0.9074396565346136	0	0.8688186818512116	0.0	0.6950549454809694
Malaria	Malaria, Falciparum	0.9072998265327892	0.9072998265327892	0	0.8686186819003845	0.0	0.6948949455203076
Craniofacial Dysostosis	Hypertelorism	0.907174285925626	0.907174285925626	0	0.8684391201830717	0.0	0.6947512961464574
alpha-Thalassemia	Anemia, Diamond-Blackfan	0.9071459643284874	0.9071459643284874	0	0.8683986115800454	0.0	0.6947188892640364
Amino Acid Metabolism, Inborn Errors	Maple Syrup Urine Disease	0.9071195722036992	0.9071195722036992	0	0.8683608627164898	0.0	0.6946886901731919
Cholestasis	Cholestasis, Intrahepatic	0.9070136020026272	0.9070136020026272	0	0.868209292704854	0.0	0.6945674341638832
Glomerulosclerosis, Focal Segmental	Immune Complex Diseases	0.9069619128509858	0.9069619128509858	0	0.8681353613049279	0.0	0.6945082890439424
Hyperglycemia	Hyperinsulinism	0.9069211936555696	0.9069211936555696	0	0.8680771203196262	0.0	0.6944616962557011
Malabsorption Syndromes	Celiac Disease	0.9068823044698954	0.9068823044698954	0	0.8680214968116446	0.0	0.6944171974493157
Hyperlipidemias	Hypoalphalipoproteinemias	0.906766370377221	0.906766370377221	0	0.867855675367523	0.0	0.6942845402940184
Craniofacial Abnormalities	Klinefelter Syndrome	0.9064554801367326	0.9064554801367326	0	0.8674110066126131	0.0	0.6939288052900905
Myocardial Infarction	Coronary Stenosis	0.9063332997631488	0.9063332997631488	0	0.867236251063804	0.0	0.6937890008510432
Klinefelter Syndrome	Chromosome Aberrations	0.9062206058672014	0.9062206058672014	0	0.8670750640985324	0.0	0.693660051278826
Phenylketonurias	Klinefelter Syndrome	0.9062182281868048	0.9062182281868048	0	0.8670716632835699	0.0	0.693657330626856
Bundle-Branch Block	Torsades de Pointes	0.906176388419304	0.906176388419304	0	0.867011819535207	0.0	0.6936094556281657
Abnormalities, Multiple	Hypertelorism	0.9061165269613716	0.9061165269613716	0	0.8669261992213493	0.0	0.6935409593770795
Microcephaly	Macrocephaly	0.8921184902944397	0.8921184902944397	2	0.8469046973366663	0.08	0.6935237578693331
Mental Retardation	Fragile X Syndrome	0.9060213813499116	0.9060213813499116	0	0.8667901117053289	0.0	0.6934320893642631
Alzheimer Disease	Dementia, Vascular	0.9059547745437098	0.9059547745437098	0	0.8666948434668156	0.0	0.6933558747734525
Heart Block	Ventricular Fibrillation	0.9056581306525988	0.9056581306525988	0	0.8662705513774123	0.0	0.6930164411019298
Anemia, Hemolytic, Autoimmune	Autoimmune Lymphoproliferative Syndrome	0.9054137684382414	0.9054137684382414	0	0.865921038181261	0.0	0.6927368305450088
Craniofacial Dysostosis	Orofaciodigital Syndromes	0.9053708747571608	0.9053708747571608	0	0.8658596870120199	0.0	0.692687749609616
Microcephaly	Klinefelter Syndrome	0.9052737556568148	0.9052737556568148	0	0.865720776799332	0.0	0.6925766214394656
Celiac Disease	Vipoma	0.9051555927104332	0.9051555927104332	0	0.8655517674082316	0.0	0.6924414139265853
Bone Diseases, Developmental	Hand Deformities, Congenital	0.9050325145395364	0.9050325145395364	0	0.865375727732868	0.0	0.6923005821862944
Hyperbilirubinemia	Gilbert Disease	0.9050133424051228	0.9050133424051228	0	0.8653483056783022	0.0	0.6922786445426419
Hematologic Neoplasms	Neutropenia	0.9049626198631202	0.9049626198631202	0	0.8652757568277409	0.0	0.6922206054621928
Microcephaly	Wolf-Hirschhorn Syndrome	0.9047389685429258	0.9047389685429258	0	0.8649558665863214	0.0	0.6919646932690572
Refractive Errors	Amblyopia	0.9047246761870644	0.9047246761870644	0	0.8649354241173792	0.0	0.6919483392939034
Klinefelter Syndrome	Chromosome Disorders	0.904694213586502	0.904694213586502	0	0.8648918532203252	0.0	0.6919134825762603
Dwarfism	Amino Acid Metabolism, Inborn Errors	0.904532657574774	0.904532657574774	0	0.8646607783867426	0.0	0.6917286227093942
Microcephaly	Skin Abnormalities	0.9044623887580864	0.9044623887580864	0	0.8645602723458441	0.0	0.6916482178766753
Chromosome Disorders	Craniosynostoses	0.9044494591614948	0.9044494591614948	0	0.8645417790421983	0.0	0.6916334232337586
De Lange Syndrome	Dwarfism	0.904443700968553	0.904443700968553	0	0.8645335430535679	0.0	0.6916268344428543
Drug Eruptions	Folliculitis	0.9043427223699476	0.9043427223699476	0	0.8643891125701798	0.0	0.6915112900561439
Proteinuria	Immune Complex Diseases	0.904120620916374	0.904120620916374	0	0.8640714391151717	0.0	0.6912571512921374
Cholestasis, Intrahepatic	Dermatitis, Atopic	0.9039603933586816	0.9039603933586816	0	0.8638422643798394	0.0	0.6910738115038715
Anemia, Dyserythropoietic, Congenital	Anemia, Diamond-Blackfan	0.9036292065305898	0.9036292065305898	0	0.8633685652561267	0.0	0.6906948522049015
Craniofacial Dysostosis	Syndactyly	0.9036094350015332	0.9036094350015332	0	0.8633402858826912	0.0	0.690672228706153
Abnormalities, Multiple	Klinefelter Syndrome	0.9035432823061194	0.9035432823061194	0	0.8632456671624077	0.0	0.6905965337299262
Hepatitis B	Drug-Induced Liver Injury	0.9033052968488824	0.9033052968488824	0	0.8629052746920941	0.0	0.6903242197536753
Hyperglycemia	Diabetes Mellitus	0.9032002141769366	0.9032002141769366	0	0.8627549741203446	0.0	0.6902039792962757
Diabetes Mellitus	Endometrial Hyperplasia	0.9029744532851096	0.9029744532851096	0	0.8624320665420355	0.0	0.6899456532336284
Polycystic Kidney, Autosomal Dominant	Renal Insufficiency	0.9027893876699524	0.9027893876699524	0	0.8621673657378568	0.0	0.6897338925902855
Acne Vulgaris	Dermatitis, Seborrheic	0.9023950774486864	0.9023950774486864	0	0.8616033807286678	0.0	0.6892827045829343
Fragile X Syndrome	Chromosome Disorders	0.9022681833073646	0.9022681833073646	0	0.8614218830408076	0.0	0.6891375064326462
Urticaria	Dermatitis, Allergic Contact	0.9022648595647732	0.9022648595647732	0	0.8614171290656509	0.0	0.6891337032525208
Hypertension, Renal	Kidney Failure, Chronic	0.9020790646586586	0.9020790646586586	0	0.8611513851508829	0.0	0.6889211081207063
Mental Retardation	Skin Abnormalities	0.9020618527810116	0.9020618527810116	0	0.86112676686698	0.0	0.688901413493584
Microcephaly	Hallermann's Syndrome	0.902019000991748	0.902019000991748	0	0.861065475615934	0.0	0.6888523804927473
De Lange Syndrome	Phenylketonurias	0.9020106493889424	0.9020106493889424	0	0.8610535302527884	0.0	0.6888428242022308
Chromosome Disorders	Wolf-Hirschhorn Syndrome	0.9019521812927256	0.9019521812927256	0	0.860969902875146	0.0	0.6887759223001169
Abnormalities, Multiple	Polydactyly	0.9018747126995436	0.9018747126995436	0	0.8608590989373293	0.0	0.6886872791498635
Entamoebiasis	Enterocolitis	0.9018032148830386	0.9018032148830386	0	0.8607568350483308	0.0	0.6886054680386646
Craniofacial Abnormalities	Fibromatosis, Gingival	0.9016448270151164	0.9016448270151164	0	0.8605302916357387	0.0	0.688424233308591
Chromosome Aberrations	Macrocephaly	0.9014701983237527	0.9014701983237527	0	0.8602805188457077	0.0	0.6882244150765662
Respiratory Insufficiency	Respiratory Distress Syndrome, Adult	0.9014696972206016	0.9014696972206016	0	0.8602798021139313	0.0	0.688223841691145
Hypertriglyceridemia	Hyperlipoproteinemia Type IV	0.9010593296145396	0.9010593296145396	0	0.8596928501010399	0.0	0.687754280080832
Endometrial Neoplasms	Dyslipidemias	0.9010528855879266	0.9010528855879266	0	0.8596836331591182	0.0	0.6877469065272946
Syncope	Death, Sudden, Cardiac	0.9009828287613312	0.9009828287613312	0	0.8595834303293151	0.0	0.6876667442634521
Myocardial Reperfusion Injury	Reperfusion Injury	0.9009456293204958	0.9009456293204958	0	0.8595302236766597	0.0	0.6876241789413278
Mevalonate Kinase Deficiency	Hereditary Autoinflammatory Diseases	0.90082898416583	0.90082898416583	0	0.8593633851949819	0.0	0.6874907081559856
Skin Abnormalities	Chromosome Aberrations	0.9007163240432897	0.9007163240432897	0	0.85920224653608	0.0	0.687361797228864
Mental Retardation	Syndactyly	0.9006381316838428	0.9006381316838428	0	0.859090407389685	0.0	0.687272325911748
Craniofacial Dysostosis	Fibromatosis, Gingival	0.9006100026684247	0.9006100026684247	0	0.8590501742378076	0.0	0.6872401393902461
Brugada Syndrome	Heart Block	0.9004427432657933	0.9004427432657933	0	0.858810941799381	0.0	0.6870487534395049
Microcephaly	Craniosynostoses	0.9002889067570327	0.9002889067570327	0	0.8585909082315764	0.0	0.6868727265852611
Abnormalities, Multiple	Orofaciodigital Syndromes	0.900247121133338	0.900247121133338	0	0.858531141925525	0.0	0.6868249135404201
Fanconi Syndrome	Glomerulosclerosis, Focal Segmental	0.9000765733273269	0.9000765733273269	0	0.8582872060578939	0.0	0.6866297648463151
Hyperventilation	Panic Disorder	0.9000165620757975	0.9000165620757975	0	0.8582013714930768	0.0	0.6865610971944616
Myopathy, Central Core	Myopathies, Structural, Congenital	0.8998840786273947	0.8998840786273947	0	0.8580118793753607	0.0	0.6864095035002886
Hyperlipidemias	Gout	0.8996488707833271	0.8996488707833271	0	0.8576754597469983	0.0	0.6861403677975987
Dementia	Dementia, Vascular	0.8993987330795676	0.8993987330795676	0	0.8573176858229535	0.0	0.6858541486583629
Tachycardia, Ventricular	Ventricular Fibrillation	0.8992731957601374	0.8992731957601374	0	0.8571381288081111	0.0	0.685710503046489
Macular Degeneration	Choroidal Neovascularization	0.8991810094273288	0.8991810094273288	0	0.8570062739716089	0.0	0.6856050191772871
Mental Retardation	Craniosynostoses	0.899153302699171	0.899153302699171	0	0.8569666448205195	0.0	0.6855733158564157
Liver Diseases	Jaundice, Chronic Idiopathic	0.8990124547426898	0.8990124547426898	0	0.8567651888811444	0.0	0.6854121511049156
Hematologic Diseases	Thrombocytopenia	0.8990089514292541	0.8990089514292541	0	0.8567601780643974	0.0	0.6854081424515179
Metabolic Diseases	Hyperlipoproteinemias	0.8988540774473923	0.8988540774473923	0	0.8565386605906606	0.0	0.6852309284725285
Drug-Induced Liver Injury	Spherocytosis, Hereditary	0.8988119861775402	0.8988119861775402	0	0.8564784571165075	0.0	0.685182765693206
Stomach Diseases	Stomach Ulcer	0.8987214801262952	0.8987214801262952	0	0.8563490055999345	0.0	0.6850792044799476
Chromosome Disorders	Xeroderma Pigmentosum	0.8987162653774664	0.8987162653774664	0	0.8563415469036911	0.0	0.6850732375229529
Abnormalities, Multiple	Wolf-Hirschhorn Syndrome	0.8985834083430594	0.8985834083430594	0	0.8561515204429763	0.0	0.6849212163543811
Bundle-Branch Block	Arrhythmogenic Right Ventricular Dysplasia	0.8985508476562011	0.8985508476562011	0	0.8561049486366	0.0	0.6848839589092801
Tachycardia	Long QT Syndrome	0.8985313851727635	0.8985313851727635	0	0.8560771112935428	0.0	0.6848616890348342
Hirschsprung Disease	Anus Diseases	0.8984269810036261	0.8984269810036261	0	0.8559277811896938	0.0	0.6847422249517551
Chromosome Disorders	Craniofacial Dysostosis	0.898374144930069	0.898374144930069	0	0.8558522093383354	0.0	0.6846817674706683
Hyperlipidemias	Endometrial Neoplasms	0.8983677324478692	0.8983677324478692	0	0.8558430375146359	0.0	0.6846744300117087
Hyperglycemia	Metabolic Diseases	0.8982968883922603	0.8982968883922603	0	0.8557417087049863	0.0	0.6845933669639891
De Lange Syndrome	Abnormalities, Multiple	0.8982366402075934	0.8982366402075934	0	0.8556555352528402	0.0	0.6845244282022722
Craniofacial Abnormalities	Polydactyly	0.8982166634867996	0.8982166634867996	0	0.8556269623920498	0.0	0.6845015699136399
Growth Disorders	Dwarfism	0.8981844225848497	0.8981844225848497	0	0.8555808479765419	0.0	0.6844646783812336
Chromosome Disorders	Fibromatosis, Gingival	0.8981423270580684	0.8981423270580684	0	0.8555206384136694	0.0	0.6844165107309356
Sick Sinus Syndrome	Bundle-Branch Block	0.8979586824603218	0.8979586824603218	0	0.855257970101864	0.0	0.6842063760814913
Hypertriglyceridemia	Lipid Metabolism Disorders	0.8979409858087274	0.8979409858087274	0	0.8552326584419733	0.0	0.6841861267535787
Diabetes Mellitus	Bardet-Biedl Syndrome	0.89704335317322	0.89704335317322	0	0.853948767427027	0.0	0.6831590139416216
Microcephaly	De Lange Syndrome	0.883005939868657	0.883005939868657	2	0.8338709448279965	0.08	0.6830967558623973
Bone Diseases, Developmental	Tooth Abnormalities	0.8969305761745016	0.8969305761745016	0	0.8537874615992086	0.0	0.6830299692793669
Spinal Diseases	Spondylitis, Ankylosing	0.8967130617114066	0.8967130617114066	0	0.8534763489527409	0.0	0.6827810791621928
Ventricular Fibrillation	Death, Sudden, Cardiac	0.8965880766710519	0.8965880766710519	0	0.8532975818670016	0.0	0.6826380654936013
Liddle Syndrome	Hereditary Autoinflammatory Diseases	0.8964855930096487	0.8964855930096487	0	0.8531509986804622	0.0	0.6825207989443698
Congenital Hypothyroidism	Coloboma	0.8960172492856918	0.8960172492856918	0	0.8524811229703897	0.0	0.6819848983763118
Kidney Diseases	Nephrosis	0.8960014732402956	0.8960014732402956	0	0.8524585583686424	0.0	0.6819668466949139
Nephritis, Interstitial	Immune Complex Diseases	0.8959825120585935	0.8959825120585935	0	0.8524314380413981	0.0	0.6819451504331185
Meningomyelocele	Spina Bifida Cystica	0.8958327320831284	0.8958327320831284	0	0.8522172065650551	0.0	0.6817737652520441
Chromosome Aberrations	Polydactyly	0.8957366886608882	0.8957366886608882	0	0.8520798349032178	0.0	0.6816638679225743
Craniofacial Dysostosis	Chromosome Breakage	0.8956014017148537	0.8956014017148537	0	0.8518863329208005	0.0	0.6815090663366404
Inflammatory Bowel Diseases	Celiac Disease	0.8954768771132995	0.8954768771132995	0	0.8517082244042972	0.0	0.6813665795234378
Endometrial Neoplasms	Glucose Intolerance	0.8954485318388072	0.8954485318388072	0	0.8516676819353658	0.0	0.6813341455482926
Essential Tremor	Tremor	0.8954420309116635	0.8954420309116635	0	0.8516583836081677	0.0	0.6813267068865342
Kidney Failure, Chronic	Renal Insufficiency	0.8954181870390664	0.8954181870390664	0	0.851624279529753	0.0	0.6812994236238024
Lung Diseases, Obstructive	Respiratory Distress Syndrome, Adult	0.8953456927589521	0.8953456927589521	0	0.8515205903910208	0.0	0.6812164723128167
Entamoebiasis	Celiac Disease	0.8953134340124604	0.8953134340124604	0	0.8514744504523244	0.0	0.6811795603618596
Fanconi Syndrome	Nephrotic Syndrome	0.8952613127825758	0.8952613127825758	0	0.8513999010474902	0.0	0.6811199208379922
Bundle-Branch Block	Ventricular Fibrillation	0.8952399322606658	0.8952399322606658	0	0.8513693203189279	0.0	0.6810954562551423
Sinoatrial Block	Sick Sinus Syndrome	0.8944147963881411	0.8944147963881411	0	0.85018912199398	0.0	0.680151297595184
Endometrial Neoplasms	Bardet-Biedl Syndrome	0.8943816780761649	0.8943816780761649	0	0.850141752612014	0.0	0.6801134020896112
Seizures, Febrile	Incontinentia Pigmenti	0.8942938731422189	0.8942938731422189	0	0.8500161645247476	0.0	0.6800129316197981
Brugada Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.894272826507905	0.894272826507905	0	0.8499860613582387	0.0	0.6799888490865911
Craniofacial Abnormalities	Blepharophimosis	0.8942112291107019	0.8942112291107019	0	0.8498979581167959	0.0	0.6799183664934367
Mental Retardation	Anophthalmos	0.8940768566010731	0.8940768566010731	0	0.849705764059958	0.0	0.6797646112479665
Abnormalities, Multiple	Skin Abnormalities	0.8940686613468859	0.8940686613468859	0	0.8496940423234703	0.0	0.6797552338587763
Cushing Syndrome	Polycystic Ovary Syndrome	0.894040572377511	0.894040572377511	0	0.8496538664497633	0.0	0.6797230931598106
Obesity	Lipid Metabolism Disorders	0.8939676944395104	0.8939676944395104	0	0.8495496285621402	0.0	0.6796397028497122
Epilepsy	Classical Lissencephalies and Subcortical Band Heterotopias	0.8934755351441758	0.8934755351441758	0	0.8488456892531095	0.0	0.6790765514024877
Neurogenic Inflammation	Hyperalgesia	0.893209508209041	0.893209508209041	0	0.8484651888365218	0.0	0.6787721510692175
Fatty Liver	Hyperlipoproteinemias	0.8928169988836588	0.8928169988836588	0	0.8479037796628726	0.0	0.6783230237302981
Bundle-Branch Block	Long QT Syndrome	0.8923975140581846	0.8923975140581846	0	0.8473037872193844	0.0	0.6778430297755076
Gout	Diabetes Mellitus	0.8923171788293508	0.8923171788293508	0	0.8471888831100601	0.0	0.6777511064880481
Fatty Liver	Bardet-Biedl Syndrome	0.8922951386871886	0.8922951386871886	0	0.8471573589214657	0.0	0.6777258871371726
Microphthalmos	Eye Abnormalities	0.8913609485296438	0.8913609485296438	0	0.8458211793953669	0.0	0.6766569435162936
Metabolic Syndrome X	Lipid Metabolism Disorders	0.8910341567885809	0.8910341567885809	0	0.845353766599182	0.0	0.6762830132793457
Optic Neuropathy, Ischemic	Choroidal Neovascularization	0.8908852825506566	0.8908852825506566	0	0.8451408306063636	0.0	0.6761126644850909
Abnormalities, Multiple	Tooth Abnormalities	0.8908311930788274	0.8908311930788274	0	0.8450634660096035	0.0	0.6760507728076828
Pulmonary Disease, Chronic Obstructive	Emphysema	0.890690010681808	0.890690010681808	0	0.8448615317172976	0.0	0.6758892253738381
Dwarfism	Xeroderma Pigmentosum	0.8906269365889593	0.8906269365889593	0	0.8447713163464644	0.0	0.6758170530771715
Chromosome Disorders	Blepharophimosis	0.8906202600873773	0.8906202600873773	0	0.844761766893767	0.0	0.6758094135150137
Metabolic Syndrome X	Hyperlipoproteinemia Type IV	0.8901290940588255	0.8901290940588255	0	0.8440592482620239	0.0	0.6752473986096192
Seizures, Febrile	Classical Lissencephalies and Subcortical Band Heterotopias	0.8900833045011519	0.8900833045011519	0	0.8439937550977271	0.0	0.6751950040781818
Heart Septal Defects, Ventricular	Heart Septal Defects	0.8900632658159862	0.8900632658159862	0	0.8439650936088084	0.0	0.6751720748870468
Long QT Syndrome	Ventricular Fibrillation	0.8690094036713237	0.8690094036713237	3	0.8138515890767757	0.12	0.6750812712614206
Protein S Deficiency	Protein C Deficiency	0.8898422799602964	0.8898422799602964	0	0.8436490158022234	0.0	0.6749192126417788
Neurofibromatosis 1	Colorectal Neoplasms, Hereditary Nonpolyposis	0.8898010465404474	0.8898010465404474	0	0.8435900393176734	0.0	0.6748720314541388
Craniofacial Abnormalities	Down Syndrome	0.8897931152572209	0.8897931152572209	0	0.8435786951409259	0.0	0.6748629561127407
Hepatitis B	Liver Diseases	0.889681810594176	0.889681810594176	0	0.8434194952063956	0.0	0.6747355961651165
Endometrial Neoplasms	Hyperlipoproteinemias	0.8896760729778119	0.8896760729778119	0	0.8434112886486061	0.0	0.6747290309188849
Microcephaly	Sebaceous Gland Neoplasms	0.8896585277881616	0.8896585277881616	0	0.8433861936259247	0.0	0.6747089549007398
Respiratory Distress Syndrome, Newborn	Fetal Growth Retardation	0.8896402161195011	0.8896402161195011	0	0.8433600023022897	0.0	0.6746880018418318
Craniosynostoses	Chromosome Breakage	0.8895753839667385	0.8895753839667385	0	0.8432672723645414	0.0	0.6746138178916331
Urinary Incontinence	Prostatic Intraepithelial Neoplasia	0.8894347935527098	0.8894347935527098	0	0.8430661847901608	0.0	0.6744529478321287
Craniofacial Abnormalities	Hand Deformities, Congenital	0.8894111000760283	0.8894111000760283	0	0.8430322958242065	0.0	0.6744258366593652
Tooth Abnormalities	Hand Deformities, Congenital	0.8893828242394229	0.8893828242394229	0	0.8429918526728306	0.0	0.6743934821382646
Pulmonary Disease, Chronic Obstructive	Idiopathic Pulmonary Fibrosis	0.8892645068349385	0.8892645068349385	0	0.8428226223590916	0.0	0.6742580978872733
Microcephaly	Polydactyly	0.8892541031022476	0.8892541031022476	0	0.842807741818439	0.0	0.6742461934547512
Tachycardia	Arrhythmogenic Right Ventricular Dysplasia	0.8892030244959269	0.8892030244959269	0	0.8427346836862845	0.0	0.6741877469490276
Skin Abnormalities	Chromosome Disorders	0.8887989403307602	0.8887989403307602	0	0.8421567189283004	0.0	0.6737253751426403
Drug-Induced Liver Injury	Hyperbilirubinemia	0.8886765190286657	0.8886765190286657	0	0.8419816187775484	0.0	0.6735852950220388
Craniofacial Abnormalities	Skin Abnormalities	0.8886640609836768	0.8886640609836768	0	0.8419637999378669	0.0	0.6735710399502935
Dwarfism	Klinefelter Syndrome	0.8885967338953943	0.8885967338953943	0	0.8418675014742314	0.0	0.6734940011793852
Hypertriglyceridemia	Bardet-Biedl Syndrome	0.8883086334140718	0.8883086334140718	0	0.8414554290910091	0.0	0.6731643432728074
Respiratory Insufficiency	Lung Diseases, Obstructive	0.8882112681145781	0.8882112681145781	0	0.8413161667377448	0.0	0.6730529333901959
Hyperglycemia	Metabolic Syndrome X	0.8881381428075205	0.8881381428075205	0	0.8412115750362149	0.0	0.672969260028972
Arrhythmias, Cardiac	Tachycardia, Ventricular	0.8880332765182308	0.8880332765182308	0	0.8410615839582795	0.0	0.6728492671666236
