MeSH Disease Term	MeSH Disease Term.1	similarity_score	shared_genes	shared_symptoms	repurposing_score
Metabolism, Inborn Errors	Galactosemias	0.7174797449741009	0	2	0.398270516231375
Cholestasis, Intrahepatic	Dermatitis, Contact	0.7407278543432144	0	1	0.39822168838319266
Infertility, Male	Amenorrhea	0.6240156734108746	0	6	0.3980610784589805
Hypersensitivity	Eczema	0.6240024793254657	0	6	0.39804975549653226
Angelman Syndrome	Nervous System Malformations	0.6706103495167436	0	4	0.3980479173707687
Cushing Syndrome	Lipodystrophy, Familial Partial	0.6705769268808562	0	4	0.3980192345754597
Ectodermal Dysplasia	Ichthyosis	0.6705762868540116	0	4	0.39801868531420337
Malaria, Falciparum	Splenomegaly	0.6938691852554364	0	3	0.3980082947290245
Choroidal Neovascularization	Myopia, Degenerative	0.6472537423769297	0	5	0.39800363409034434
Thrombocytopenia	Hemorrhagic Disorders	0.647213607031632	0	5	0.3979691905504119
Lymphoma, Non-Hodgkin	Sarcoma	0.6704321778167893	0	4	0.3978950131409266
Skin Abnormalities	Hypopigmentation	0.7169952348754859	0	2	0.3978547170696761
Entamoebiasis	Intestinal Polyps	0.6703751096935359	0	4	0.39784603814974195
Pulmonary Disease, Chronic Obstructive	Pulmonary Blastoma	0.6936036015660035	0	3	0.39778037486575907
Ventricular Fibrillation	Cardiomyopathy, Hypertrophic, Familial	0.646886747625333	0	5	0.39768868480342956
Acrocephalosyndactylia	Xeroderma Pigmentosum	0.7400542164598763	0	1	0.3976435826471486
Colonic Neoplasms	Carcinoma, Non-Small-Cell Lung	0.6235202653081701	0	6	0.3976359267967298
Carcinoma, Renal Cell	Uterine Cervical Neoplasms	0.6467608979830239	0	5	0.39758068256380275
Osteochondrodysplasias	Hypertelorism	0.6467115926336092	0	5	0.39753836946648546
Nevus	Craniofacial Dysostosis	0.716616025016881	0	2	0.3975292849646145
Fibroma	Neuroectodermal Tumors	0.6466835593690412	0	5	0.39751431174727503
Mesothelioma	Pulmonary Fibrosis	0.7165118749816377	0	2	0.397439904996129
Alagille Syndrome	Keratosis	0.7164169279355503	0	2	0.39735842289228485
Ileitis	Entamoebiasis	0.6464962175315936	0	5	0.39735353784558647
Sepsis	Pancytopenia	0.6697364503447307	0	4	0.39729795045744526
Phenylketonurias	Foot Deformities, Congenital	0.7395718489202272	0	1	0.3972296221968087
Spherocytosis, Hereditary	Splenomegaly	0.6695645422012195	0	4	0.39715042151601454
Microcephaly	Osteochondrodysplasias	0.64624251951237	0	5	0.3971358180828418
De Lange Syndrome	Developmental Disabilities	0.6694913898193758	0	4	0.397087643259929
De Lange Syndrome	Angelman Syndrome	0.6927549215587016	0	3	0.3970520506541574
Microcephaly	Sjogren-Larsson Syndrome	0.6927293466331625	0	3	0.3970301026439301
Atherosclerosis	Endometrial Hyperplasia	0.6927276317563813	0	3	0.3970286309628855
Leukocytosis	Panniculitis, Nodular Nonsuppurative	0.6926559362034065	0	3	0.39696710293507004
Adrenocortical Hyperfunction	Androgen-Insensitivity Syndrome	0.6925653078127252	0	3	0.39688932703529184
Bone Diseases, Developmental	Microphthalmos	0.6925113881637739	0	3	0.3968430540166341
Cryptorchidism	Chromosome Breakage	0.7158074991478552	0	2	0.3968354204207921
Bronchiolitis Obliterans	Pulmonary Fibrosis	0.6225437344808321	0	6	0.3967978829653609
Retinoblastoma	Eye Diseases, Hereditary	0.6225056436327834	0	6	0.39676519398172083
Seminoma	Abdominal Neoplasms	0.6224908226798764	0	6	0.39675247486644977
Osteoporosis	Pseudarthrosis	0.6457736435141503	0	5	0.3967334358671609
Cholestasis, Intrahepatic	Eczema	0.7389659361699324	0	1	0.3967096371348762
Amino Acid Metabolism, Inborn Errors	Foot Deformities, Congenital	0.738890947279138	0	1	0.3966452828148771
Factor V Deficiency	Factor VII Deficiency	0.6920700013760818	0	3	0.396464262621301
Mucopolysaccharidosis IV	Foot Deformities, Congenital	0.7153697486252272	0	2	0.3964597496125628
Abnormalities, Multiple	Hair Diseases	0.6453323224516506	0	5	0.3963547008761834
Hypersensitivity	Bronchial Hyperreactivity	0.7151802365175861	0	2	0.3962971132181632
Cataract	Uveitis	0.6219414786483688	0	6	0.3962810362144214
Carcinoma, Non-Small-Cell Lung	Uterine Cervical Neoplasms	0.6685285742460196	0	4	0.39626136964991227
Macular Degeneration	Night Blindness	0.6451849434262819	0	5	0.39622822244905564
Carcinoma	Rectal Neoplasms	0.66847385951219	0	4	0.39621441430156357
Heart Diseases	Atrial Fibrillation	0.6450960870184803	0	5	0.39615196723790314
Fragile X Syndrome	Autistic Disorder	0.6450472640236934	0	5	0.3961100680899553
Muscular Diseases	Myotonic Dystrophy	0.6450151083975645	0	5	0.39608247262305685
Arrhythmias, Cardiac	Isolated Noncompaction of the Ventricular Myocardium	0.6916007651825684	0	3	0.39606157129152403
Anemia, Aplastic	Primary Myelofibrosis	0.6682890107062737	0	4	0.3960557798814333
Disorders of Sex Development	Puberty, Precocious	0.6216458530679349	0	6	0.3960273348594392
Abnormalities, Multiple	Ichthyosis	0.6915222836390926	0	3	0.3959942196303732
Osteitis Deformans	Branchio-Oto-Renal Syndrome	0.6681454581613026	0	4	0.39593258528130143
Aneurysm, Dissecting	Tietze's Syndrome	0.7146742291753154	0	2	0.3958628654505085
Chromosome Disorders	Hypopigmentation	0.6913458109499107	0	3	0.3958427734656093
Lipodystrophy	Dyslipidemias	0.6680051806952146	0	4	0.39581220130381295
Pneumothorax	Aortic Aneurysm, Thoracic	0.6680029195343377	0	4	0.39581026081010645
Hypoglycemia	Hyponatremia	0.6912911176339199	0	3	0.3957958364977226
Pneumonia	Bronchiectasis	0.6213059237079389	0	6	0.3957356126779466
Psoriasis	Photosensitivity Disorders	0.7144491787576221	0	2	0.3956697306215662
Ectodermal Dysplasia	Smith-Lemli-Opitz Syndrome	0.7143464261840256	0	2	0.3955815499333081
Sarcoidosis	Carcinoma, Adenoid Cystic	0.6677282929657834	0	4	0.39557458048618427
Piebaldism	Orofaciodigital Syndromes	0.7376396648603438	0	1	0.3955714513668424
Hypoproteinemia	Lymphangiectasis, Intestinal	0.690998541444443	0	3	0.3955447520834548
Colonic Neoplasms	Rectal Neoplasms	0.6443864798999069	0	5	0.3955429932539102
Dysgammaglobulinemia	Agammaglobulinemia	0.6675322382324633	0	4	0.39540632931042013
Lupus Erythematosus, Systemic	Anemia, Macrocytic	0.6675118259012675	0	4	0.39538881175975643
Growth Disorders	Hypothyroidism	0.6674798424608527	0	4	0.39536136406000627
Colorectal Neoplasms	Intestinal Diseases	0.6907305407481429	0	3	0.3953147579818358
Vitiligo	Skin Diseases, Genetic	0.6208076190697386	0	6	0.3953079752532022
Osteoarthritis	Joint Instability	0.6440829620598963	0	5	0.3952825188823793
Renal Insufficiency	Polycystic Kidney Diseases	0.6906569770474414	0	3	0.39525162673819286
Adrenocortical Hyperfunction	Lipodystrophy, Familial Partial	0.7139329044042305	0	2	0.395226671861882
Dental Enamel Hypoplasia	Ectodermal Dysplasia	0.643984638242117	0	5	0.3951981388846775
Cholestasis	Candidiasis, Vulvovaginal	0.6905517495282217	0	3	0.39516132208942645
Lipodystrophy	Obesity	0.6903273785940784	0	3	0.39496877038288186
Abnormalities, Drug-Induced	Hernia, Umbilical	0.6902843537033385	0	3	0.3949318470792129
Down Syndrome	Maple Syrup Urine Disease	0.7368825526815977	0	1	0.39492170926624515
Lipid Metabolism, Inborn Errors	Xeroderma Pigmentosum	0.6901056304768287	0	3	0.39477846953770995
Cushing Syndrome	Hyperlipoproteinemias	0.7133904711938013	0	2	0.3947611639708827
Growth Disorders	Syndactyly	0.6899971784368569	0	3	0.39468539765451555
Gerstmann-Straussler-Scheinker Disease	Heredodegenerative Disorders, Nervous System	0.666581214977784	0	4	0.39459017568806587
Hypertension, Pulmonary	Pulmonary Emphysema	0.5966528038302936	0	7	0.39457868198096
Muscular Dystrophy, Emery-Dreifuss	Myositis	0.7131562666205895	0	2	0.39456017318558034
Cholestasis	Dermatitis, Atopic	0.7131388446479482	0	2	0.39454522191492547
Osteonecrosis	Femur Head Necrosis	0.6664872104354206	0	4	0.394509502426513
Contracture	Motor Neuron Disease	0.6896955571089115	0	3	0.3944265508406541
Cardiomyopathy, Dilated	Cardiomyopathy, Hypertrophic, Familial	0.5964645278403309	0	7	0.39441710640385996
Neovascularization, Pathologic	Melanoma, Experimental	0.6663370788958695	0	4	0.3943806618337815
Glaucoma, Open-Angle	Optic Neuropathy, Ischemic	0.6430310461200208	0	5	0.3943797806995669
Carcinoma, Small Cell	Carcinoma, Transitional Cell	0.6662853954469088	0	4	0.3943363078877792
Carbohydrate Metabolism, Inborn Errors	Orofaciodigital Syndromes	0.7128315515415728	0	2	0.39428150766749914
Pregnancy Complications	Hyaline Membrane Disease	0.7361231247774744	0	1	0.39426997984552126
Reperfusion Injury	Persistent Fetal Circulation Syndrome	0.7128164805662098	0	2	0.3942685739867774
Colitis, Ulcerative	Intestinal Diseases	0.6661861636593804	0	4	0.3942511486843155
Lymphoma, Large B-Cell, Diffuse	Hepatomegaly	0.6428181450540441	0	5	0.394197072258585
Genital Diseases, Male	Hypoproteinemia	0.7358168207323236	0	1	0.39400711439532166
Lipodystrophy	Metabolic Syndrome X	0.6891436361631248	0	3	0.3939529007201753
Adenocarcinoma	Kidney Neoplasms	0.64251725378608	0	5	0.39393885197104184
Osteosarcoma	Soft Tissue Neoplasms	0.6191553301495025	0	6	0.39389000615434866
Myopia, Degenerative	Retinal Drusen	0.6191394372359542	0	6	0.3938763670988383
Hypertension, Pulmonary	Acidosis, Lactic	0.6656583489867842	0	4	0.3937981861990644
Anodontia	Cleidocranial Dysplasia	0.6188754953499908	0	6	0.393649856206218
Growth Disorders	Abnormalities, Drug-Induced	0.6421682788353351	0	5	0.39363936700181523
Melanoma	Carcinoma, Renal Cell	0.6421567090960509	0	5	0.3936294380283858
Lipodystrophy	Gout	0.6885536067073312	0	3	0.3934465464588339
Mental Retardation	Lipid Metabolism, Inborn Errors	0.6419014060340376	0	5	0.3934103408424494
Cryptorchidism	Macrocephaly	0.7024521044632891	1	2	0.3933740248175328
Muscular Diseases	Muscular Atrophy	0.6650564557081355	0	4	0.3932816505862677
Cri-du-Chat Syndrome	Williams Syndrome	0.6416377090871831	0	5	0.39318404015282893
Retinal Diseases	Low Tension Glaucoma	0.6648427762165057	0	4	0.3930982741122872
Acrocephalosyndactylia	Piebaldism	0.6881451071578198	0	3	0.3930959783886807
Colonic Neoplasms	Intestinal Neoplasms	0.5948603897457073	0	7	0.39304045960764156
Eye Diseases, Hereditary	Optic Atrophy, Hereditary, Leber	0.6414591390881123	0	5	0.3930307941087723
Macular Degeneration	Optic Atrophies, Hereditary	0.6180725201891737	0	6	0.39296075519534707
Hypertriglyceridemia	Uterine Neoplasms	0.6879839095949349	0	3	0.39295764110385
Abnormalities, Multiple	Wilms Tumor	0.7112840648502775	0	2	0.39295347823979443
Intestinal Neoplasms	Peritonitis	0.6413306834529018	0	5	0.3929205554458658
Alcoholism	Substance Withdrawal Syndrome	0.6412657765155013	0	5	0.3928648533041835
Developmental Disabilities	Amino Acid Metabolism, Inborn Errors	0.664513892554961	0	4	0.39281603118039027
Li-Fraumeni Syndrome	Bloom Syndrome	0.7110787368481436	0	2	0.3927772688864608
Lung Neoplasms	Pleural Diseases	0.687579886670991	0	3	0.392610914805341
Leukopenia	Agranulocytosis	0.6642725396285678	0	4	0.39260890578763846
Malaria	Severe Acute Respiratory Syndrome	0.710851708484495	0	2	0.3925824366145292
Lymphoma, Non-Hodgkin	Carcinoma, Non-Small-Cell Lung	0.6408780874591636	0	5	0.3925321444812181
Sebaceous Gland Neoplasms	Hypertelorism	0.7340841441774734	0	1	0.3925201578570338
Congenital Abnormalities	Craniofacial Dysostosis	0.687446749235229	0	3	0.39249665829275465
Lymphopenia	Xanthomatosis	0.7107160900787892	0	2	0.3924660509714546
Diabetes Mellitus, Experimental	Diabetes Mellitus, Type 2	0.6407966761604158	0	5	0.3924622785488693
Spasms, Infantile	Craniofacial Dysostosis	0.6873952816891842	0	3	0.392452489631335
Nevus	Craniosynostoses	0.7106783605817453	0	2	0.39243367209372426
Hepatitis B	Hepatomegaly	0.6640134849912266	0	4	0.3923865890570923
Bone Diseases, Developmental	Maple Syrup Urine Disease	0.7338817401744401	0	1	0.39234645783503974
Dwarfism	Spasms, Infantile	0.6872638520335249	0	3	0.3923396987095323
Growth Disorders	Tooth Abnormalities	0.6872625751599981	0	3	0.3923386029161865
Diabetes Mellitus, Type 2	Lipid Metabolism Disorders	0.6639177211272215	0	4	0.39230440597259475
Pancytopenia	Splenomegaly	0.6639097165338276	0	4	0.3922975365528811
Kidney Failure, Chronic	Lupus Erythematosus, Systemic	0.6871949672704999	0	3	0.39228058285869344
Ichthyosis	Ichthyosiform Erythroderma, Congenital	0.6871812582451347	0	3	0.39226881798264474
Macular Degeneration	Eye Diseases, Hereditary	0.6172246123751463	0	6	0.39223309366821196
Macrocephaly	Hypertelorism	0.7243034905032145	1	1	0.39212655035483857
Coronary Aneurysm	Acute Coronary Syndrome	0.5937863395597418	0	7	0.39211872615311993
Myopathies, Nemaline	Muscular Atrophy, Spinal	0.6635805657489764	0	4	0.392015064379845
Acrocephalosyndactylia	Klinefelter Syndrome	0.7101840406376393	0	2	0.3920094542725522
Lupus Erythematosus, Systemic	Nephrosis	0.6868746475004078	0	3	0.39200568932755636
Bone Diseases, Developmental	Micrognathism	0.6635446230081962	0	4	0.3919842188690326
Bone Resorption	Liver Cirrhosis, Experimental	0.6868317775815269	0	3	0.39196889901836834
Cecal Neoplasms	Peritonitis	0.6634416933137595	0	4	0.3918958861783765
Renal Insufficiency	Hypertrophy, Left Ventricular	0.6400905418053183	0	5	0.39185628483741586
Cholestasis, Intrahepatic	Polycythemia Vera	0.7333095214793249	0	1	0.3918553884963047
Neurocutaneous Syndromes	Noonan Syndrome	0.6633218801416528	0	4	0.39179306434522
Nails, Malformed	Hypopigmentation	0.6865182849268464	0	3	0.39169986441333626
Reperfusion Injury	Acidosis, Lactic	0.6631585208610357	0	4	0.3916528719072698
Pain Insensitivity, Congenital	Hypertelorism	0.709742364129735	0	2	0.3916304142437609
Angina Pectoris	Coronary Aneurysm	0.663072350719666	0	4	0.39157892200891387
Leukemia, Lymphocytic, Chronic, B-Cell	IgA Deficiency	0.6863591770003236	0	3	0.39156332042249486
Spasms, Infantile	Lipid Metabolism, Inborn Errors	0.6397198567200848	0	5	0.3915381685625746
Hepatolenticular Degeneration	Tremor	0.6397103442620313	0	5	0.3915300051164553
Synostosis	Orofaciodigital Syndromes	0.6863140074940279	0	3	0.3915245566425329
Multiple Endocrine Neoplasia	Colonic Polyps	0.6862408568396915	0	3	0.39146177986896763
Myotonic Disorders	Paralysis, Hyperkalemic Periodic	0.7095164868250062	0	2	0.39143656979300223
Microphthalmos	Orofaciodigital Syndromes	0.6861028070784662	0	3	0.3913433076737455
Gonadal Dysgenesis, 46,XY	Basal Cell Nevus Syndrome	0.7092960438297662	0	2	0.39124738898359246
Muscular Atrophy, Spinal	Motor Neuron Disease	0.6859207396339555	0	3	0.39118706017546506
Communicable Diseases	Neutropenia	0.6626040616155746	0	4	0.39117704345680415
Heart Defects, Congenital	Heart Septal Defects	0.6625369110379999	0	4	0.39111941585741467
Leukemia, Myeloid	Hematologic Neoplasms	0.6624800247387298	0	4	0.3910705969047937
Brucellosis	Infection	0.7090881174601459	0	2	0.3910689497509937
Glaucoma	Optic Atrophies, Hereditary	0.6390933893352859	0	5	0.3910005438274542
Hypotension, Orthostatic	Atrial Fibrillation	0.6856911102046237	0	3	0.3909899957087171
Pain Insensitivity, Congenital	Hand Deformities, Congenital	0.7322837651479039	0	1	0.3909751000896618
Movement Disorders	Dyskinesia, Drug-Induced	0.6155339870475539	0	6	0.3907822248504736
Microcephaly	Congenital Abnormalities	0.662130268700822	0	4	0.39077044161850155
Coloboma	Wolf-Hirschhorn Syndrome	0.7085807782597178	0	2	0.39063355900302366
Diabetes Mellitus, Type 2	Endometrial Hyperplasia	0.6619146557505321	0	4	0.3905854058798488
Uterine Neoplasms	Gout	0.6851371978755159	0	3	0.3905146366135071
Hand Deformities, Congenital	Smith-Lemli-Opitz Syndrome	0.7313767129188078	0	1	0.39019668172943894
Piebaldism	Macrocephaly	0.7312649885849062	0	1	0.3901008016136055
Metabolism, Inborn Errors	Acrocephalosyndactylia	0.7079501078484267	0	2	0.3900923272948039
Homocystinuria	Hypertelorism	0.7077218099998845	0	2	0.38989640557033867
Nephritis, Interstitial	Lupus Erythematosus, Systemic	0.7076604684288889	0	2	0.3898437631716142
HIV Infections	Colonic Neoplasms	0.6610468759541483	0	4	0.38984069052116577
Lymphoproliferative Disorders	Common Variable Immunodeficiency	0.6144278810481149	0	6	0.38983298158674884
Wolff-Parkinson-White Syndrome	Cardiomyopathy, Hypertrophic, Familial	0.6376343809935245	0	5	0.38974844516707485
Leukemia, Promyelocytic, Acute	Leukocytosis	0.6841487255416472	0	3	0.38966634476373957
Lung Neoplasms	Hemangiosarcoma	0.707392920671313	0	2	0.3896141577750859
Aneurysm, Dissecting	Aortic Aneurysm, Thoracic	0.6607587734194135	0	4	0.38959344532902523
Polydactyly	Foot Deformities, Congenital	0.7073557508264616	0	2	0.3895822591823138
Cerebral Hemorrhage	Intracranial Aneurysm	0.6373929446346528	0	5	0.38954124817384506
Osteochondrodysplasias	Hand Deformities, Congenital	0.6606483438334916	0	4	0.3894986763461199
Carcinoma, Adenoid Cystic	Salivary Gland Neoplasms	0.6838897429578407	0	3	0.38944408986843565
Syncope	Atrial Fibrillation	0.6838865948706392	0	3	0.38944138822811264
Craniofacial Abnormalities	Synostosis	0.63718532339057	0	5	0.3893630707953192
Amenorrhea	Alopecia	0.683770933694913	0	3	0.3893421295747935
Metabolic Syndrome X	Hypertrophy, Left Ventricular	0.637106434494997	0	5	0.3892953695508242
Colonic Neoplasms	Intestinal Polyps	0.6369497398250877	0	5	0.38916089657992603
Skin Diseases	Exanthema	0.6369492089282058	0	5	0.3891604409723358
Diabetes Mellitus, Experimental	Precancerous Conditions	0.6835570666934219	0	3	0.38915859218271587
Osteochondrodysplasias	Ectodermal Dysplasia	0.6368737219476744	0	5	0.389095659199337
Angelman Syndrome	Smith-Lemli-Opitz Syndrome	0.6601419079010272	0	4	0.3890640607689115
Bone Diseases, Developmental	Sebaceous Gland Neoplasms	0.7300261122817326	0	1	0.38903761690438954
Central Nervous System Diseases	Demyelinating Diseases	0.6600664370007752	0	4	0.38899929279576256
Darier Disease	Nails, Malformed	0.6366685172468125	0	5	0.38891955566127046
Microphthalmos	Xeroderma Pigmentosum	0.7065684676459669	0	2	0.38890662478912963
Acrocallosal Syndrome	Williams Syndrome	0.6599284659766722	0	4	0.3888808881715355
Choanal Atresia	Chromosome Disorders	0.6830036206969974	0	3	0.3886836332870876
Neutropenia	Panniculitis, Nodular Nonsuppurative	0.7062930333622497	0	2	0.3886702512963992
Leukemia, Myeloid, Acute	Melanoma	0.6596356080298982	0	4	0.3886295619574615
Choroid Diseases	Uveitis	0.6596051774393322	0	4	0.3886034468897189
Cough	Bronchial Hyperreactivity	0.6595872999183059	0	4	0.3885881046744023
Brucellosis	Arthritis, Juvenile Rheumatoid	0.6828818971881654	0	3	0.38857917203214976
Charcot-Marie-Tooth Disease	Amyotrophic Lateral Sclerosis	0.6735188690486661	1	3	0.38854396438117217
Glomerulonephritis, IGA	Hypertension, Pregnancy-Induced	0.6594759442602532	0	4	0.3884925409505479
Down Syndrome	Tuberous Sclerosis	0.7060477869471308	0	2	0.3884597845711285
Hyperinsulinism	Polycystic Ovary Syndrome	0.6127748161592181	0	6	0.38841434656345014
Arthritis	Osteosarcoma	0.6360734867112854	0	5	0.38840890954973495
Spasms, Infantile	Lissencephaly	0.6826766762381863	0	3	0.38840305454933916
Adenocarcinoma	Lung Neoplasms	0.6127425661113327	0	6	0.3883866700652433
Atherosclerosis	Diabetes Complications	0.6127154938866207	0	6	0.3883634370957495
Eye Diseases, Hereditary	Night Blindness	0.6360050511405217	0	5	0.38835017918882964
Infertility, Male	Metabolic Diseases	0.6592945789345971	0	4	0.3883368959999377
Marfan Syndrome	Lipid Metabolism, Inborn Errors	0.6825382712460796	0	3	0.38828427750040373
Meningioma	Astrocytoma	0.6591802298845193	0	4	0.38823876339279634
Femur Head Necrosis	Osteochondritis Dissecans	0.6591545242426479	0	4	0.3882167032038103
Muscular Dystrophy, Facioscapulohumeral	Glycogen Storage Disease Type IIb	0.7057128301449686	0	2	0.3881723297627715
Bone Diseases	Osteolysis	0.6823880715060411	0	3	0.3881553783790564
Respiratory Distress Syndrome, Newborn	Congenital Abnormalities	0.7056519448544812	0	2	0.38812007893700584
Intestinal Neoplasms	AIDS-Related Opportunistic Infections	0.6823171196754928	0	3	0.3880944886024608
Hodgkin Disease	Hematologic Neoplasms	0.6356715209778734	0	5	0.3880639487006996
Sick Sinus Syndrome	Cardiomyopathy, Hypertrophic	0.6356433360006056	0	5	0.38803976078396907
Cryptorchidism	Smith-Lemli-Opitz Syndrome	0.6820483658845308	0	3	0.3878638482065127
Ichthyosis	Fibromatosis, Gingival	0.6820227955769662	0	3	0.3878419041593605
Craniofacial Abnormalities	Micrognathism	0.6586904290987692	0	4	0.3878184238442574
Spinocerebellar Ataxias	Heredodegenerative Disorders, Nervous System	0.6586183159140004	0	4	0.3877565374112192
Cryptorchidism	Hypospadias	0.6818454917222043	0	3	0.3876897447009989
Pulmonary Disease, Chronic Obstructive	Bronchiolitis Obliterans	0.6119287755556226	0	6	0.3876882874477705
Galactosemias	Carbohydrate Metabolism, Inborn Errors	0.6817985101802846	0	3	0.38764942585975826
Anemia, Macrocytic	Hypertension, Pregnancy-Induced	0.7050847346502993	0	2	0.38763330780864325
Neurilemmoma	Osteitis Deformans	0.611852430817332	0	6	0.38762276956017205
Hypertension, Renal	Hypertrophy, Left Ventricular	0.635135693660911	0	5	0.3876041098865135
Skin Abnormalities	Carbohydrate Metabolism, Inborn Errors	0.728197932538484	0	1	0.3874687009894258
Pseudohypoaldosteronism	Dent Disease	0.7281805163650134	0	1	0.3874537546955306
Communicable Diseases	Agranulocytosis	0.6581786464287881	0	4	0.38737921977862805
Lupus Erythematosus, Systemic	Glomerulonephritis, IGA	0.634825028750034	0	5	0.3873375020079962
Nails, Malformed	Macrocephaly	0.7279937223935954	0	1	0.3872934509640954
Leukemia, Myeloid, Acute	Leukopenia	0.6347485980955522	0	5	0.38727191038843556
Pneumonia	Pulmonary Emphysema	0.6114101285877276	0	6	0.3872431925465808
Megacolon	Multiple Endocrine Neoplasia	0.704593857892309	0	2	0.3872120448771722
Stroke	CADASIL	0.6346072495162649	0	5	0.3871506071979697
Budd-Chiari Syndrome	Gastrointestinal Stromal Tumors	0.6579012690295456	0	4	0.3871411787338512
Spondylitis, Ankylosing	Osteolysis	0.6112652478902445	0	6	0.3871188581462618
Prader-Willi Syndrome	Endometrial Hyperplasia	0.704451566893841	0	2	0.3870899329169687
Charcot-Marie-Tooth Disease	Muscular Diseases	0.7043953114068955	0	2	0.38704165531784385
Congenital Abnormalities	Polydactyly	0.6577776142078284	0	4	0.3870350600557122
Brucellosis	Splenomegaly	0.6576858878502404	0	4	0.3869563418975152
Pancreatitis, Chronic	Gastrointestinal Stromal Tumors	0.6809824653453926	0	3	0.38694910865434445
Fetal Diseases	Anemia, Diamond-Blackfan	0.7042753785049158	0	2	0.38693873073434015
Hepatitis B, Chronic	Liver Failure	0.6809250659719053	0	3	0.38689984938927174
Neuromuscular Diseases	Muscular Atrophy, Spinal	0.6342127710049241	0	5	0.3868120717684861
Pancreatitis	Fallopian Tube Neoplasms	0.6574977171964879	0	4	0.38679485671834085
Alexander Disease	Myoclonic Epilepsies, Progressive	0.6341181402045021	0	5	0.3867308610618386
Intestinal Diseases	Intestinal Polyps	0.6807095179458564	0	3	0.38671486936761035
Venous Thromboembolism	Acute Coronary Syndrome	0.7039951934077547	0	2	0.3866982801661205
Nephritis, Hereditary	Keratoderma, Palmoplantar	0.6573749146636817	0	4	0.38668946946151944
Gangliosidosis, GM1	Dystonia	0.7039641915848212	0	2	0.38667167487549037
Pain Insensitivity, Congenital	Ectodermal Dysplasia	0.7038454684707275	0	2	0.3865697885134608
Metabolic Syndrome X	Venous Thromboembolism	0.63392667768742	0	5	0.38656655085586544
Osteochondrodysplasias	Tooth Abnormalities	0.657190677132935	0	4	0.3865313596283974
Incontinentia Pigmenti	Epilepsy, Benign Neonatal	0.7036420403288594	0	2	0.386395209591171
Female Urogenital Diseases	Sexual Dysfunctions, Psychological	0.6103920372995459	0	6	0.38636948216289846
Blood Protein Disorders	Lymphopenia	0.7034530479719072	0	2	0.3862330192388691
Bone Diseases, Developmental	Hypopigmentation	0.703452011329376	0	2	0.38623212960809217
Liver Failure, Acute	Spherocytosis, Hereditary	0.7034407084570697	0	2	0.38622242965582465
Muscular Diseases	Scleroderma, Localized	0.6568210804752815	0	4	0.3862141774254706
Diabetes Mellitus, Experimental	Liver Neoplasms, Experimental	0.6568196925218277	0	4	0.38621298630502904
Tooth Abnormalities	Macrocephaly	0.7266455440346705	0	1	0.38613646490113407
Bone Diseases	Osteoarthritis	0.6566784656355553	0	4	0.38609178754964857
Lipid Metabolism, Inborn Errors	Craniofacial Dysostosis	0.6799626912773448	0	3	0.3860739541346994
Incontinentia Pigmenti	Sebaceous Gland Neoplasms	0.6799241291401439	0	3	0.3860408606979118
Lymphoma	Lymphoma, Large B-Cell, Diffuse	0.6799205827779358	0	3	0.3860378172640651
Growth Disorders	Hand Deformities, Congenital	0.6799186708091014	0	3	0.38603617644163274
Hair Diseases	Dermatitis, Seborrheic	0.6798660404643323	0	3	0.38599100988411933
Heart Diseases	Isolated Noncompaction of the Ventricular Myocardium	0.6565351351304839	0	4	0.38596878350076513
Metabolism, Inborn Errors	Leukodystrophy, Metachromatic	0.6565193458316478	0	4	0.38595523336581716
Sepsis	Agranulocytosis	0.6565104575772829	0	4	0.3859476056017634
Pituitary Neoplasms	Intracranial Aneurysm	0.6098768164760267	0	6	0.38592732752644915
Ectodermal Dysplasia	Rubinstein-Taybi Syndrome	0.7030746250221042	0	2	0.3859082624469147
Spasms, Infantile	Craniosynostoses	0.6796580062485937	0	3	0.3858124780996301
Adenoma	Acromegaly	0.6329129385688134	0	5	0.3856965754375967
Carcinoma, Renal Cell	Neoplasm Recurrence, Local	0.6328826123856338	0	5	0.3856705499706774
Thalassemia	alpha-Thalassemia	0.6327880625748981	0	5	0.38558940876814085
Myocardial Infarction	Thromboembolism	0.6094103532795104	0	6	0.38552701594031447
Cryptorchidism	Xeroderma Pigmentosum	0.7024732483273446	0	2	0.38539217015851646
Ectodermal Dysplasia	Cri-du-Chat Syndrome	0.7024158286276452	0	2	0.3853428934497991
Carcinoma, Renal Cell	Sarcoma	0.6090799098305034	0	6	0.3852434344226562
Abnormalities, Multiple	Congenital Abnormalities	0.6556564133763924	0	4	0.3852146779212069
Cushing Syndrome	Amenorrhea	0.6556441104225381	0	4	0.38520411971423946
Aortic Valve Stenosis	Pulmonary Valve Stenosis	0.5856114672507092	0	7	0.3851031756768597
Growth Disorders	Fragile X Syndrome	0.6787716908266958	0	3	0.385051855750417
Angelman Syndrome	Syndactyly	0.6554075331386678	0	4	0.385001092704913
Atherosclerosis	Hypoalphalipoproteinemias	0.7253106078339154	0	1	0.3849908430559296
Tuberous Sclerosis	Piebaldism	0.7019143327057267	0	2	0.38491251731414133
Fetal Membranes, Premature Rupture	Congenital Abnormalities	0.6318803347249657	0	5	0.3848104106004421
Cataract	Microphthalmos	0.6085650037569271	0	6	0.3848015498997975
Myxoma	Cardiomyopathy, Hypertrophic, Familial	0.6784708466299987	0	3	0.3847936758587157
