Source,Target,Weight,Alpha
Autistic Disorder,Fetal Alcohol Syndrome,0.637997616603481,0.04403793667128338
Autistic Disorder,Williams Syndrome,0.7818988255924821,0.04976194412145563
DiGeorge Syndrome,Developmental Disabilities,0.8450088815259009,0.04438790372561593
Developmental Disabilities,Motor Skills Disorders,0.7418257841476777,0.043829178245798635
Anxiety Disorders,Neurotic Disorders,0.760954755739529,0.016690481560709094
Anxiety Disorders,Personality Disorders,0.5867520726036229,0.04282529563091176
Anxiety Disorders,Panic Disorder,0.6317631026248981,0.03358104561590706
Anxiety Disorders,Erectile Dysfunction,0.5684670829652994,0.04726883019229026
Anxiety Disorders,"Sexual Dysfunctions, Psychological",0.6046184711473179,0.03888595189651781
Neurotic Disorders,"Sexual Dysfunctions, Psychological",0.6745107331845859,0.041778069872512376
Panic Disorder,Hyperventilation,0.9000165620757975,0.0064919213207107525
Erectile Dysfunction,"Sexual Dysfunctions, Psychological",0.748638212733047,0.021743732333481806
Erectile Dysfunction,Infertility,0.7015614571859652,0.027729888318028067
Erectile Dysfunction,"Infertility, Male",0.622676535656841,0.041648478009905204
Erectile Dysfunction,Alopecia Areata,0.7219400078795556,0.024960179813107698
"Epilepsy, Absence",Epilepsy,0.8607944645613567,0.034434284413686254
"Epilepsy, Absence","Epilepsy, Generalized",0.8134965418303123,0.04152155158087434
Epilepsy,"Epilepsy, Complex Partial",0.7866816058739253,0.025332208027407172
Epilepsy,Classical Lissencephalies and Subcortical Band Heterotopias,0.8934755351441758,0.03178998335338351
Epilepsy,Incontinentia Pigmenti,0.8819600276458864,0.03323952094827639
Epilepsy,"Epilepsy, Generalized",0.9582594467385964,0.024735450272677616
Epilepsy,"Epilepsies, Partial",0.924598487745196,0.02818032229755073
Epilepsy,Seizures,0.8504047938011292,0.03755862972287551
Epilepsy,"Seizures, Febrile",0.8528263086491764,0.0372082105607492
Epilepsy,Malformations of Cortical Development,0.8153142699333246,0.04302239330114245
Epilepsy,"Epilepsy, Benign Neonatal",0.7216610635098856,0.04938627399330531
"Epilepsy, Generalized",Classical Lissencephalies and Subcortical Band Heterotopias,0.8816015739404953,0.0335739678102196
"Epilepsy, Generalized",Incontinentia Pigmenti,0.8764687836983163,0.03424824377647562
"Epilepsy, Generalized",Seizures,0.8442184743116544,0.03880459236412346
"Epilepsy, Generalized","Seizures, Febrile",0.8459914262063442,0.03853911019780908
"Epilepsy, Generalized",Malformations of Cortical Development,0.786097582927283,0.04859356763593808
Alcohol-Related Disorders,Alcoholism,0.5065697275189631,0.04981883342920316
Restless Legs Syndrome,Aspartylglucosaminuria,0.7427181491032981,0.016680316381535484
Neurodegenerative Diseases,"Niemann-Pick Disease, Type C",0.7920934688605613,0.02815111403206067
Neurodegenerative Diseases,"Supranuclear Palsy, Progressive",0.8663252912794699,0.02006265082185886
Neurodegenerative Diseases,Tauopathies,0.9385004116484382,0.014423004869759158
Neurodegenerative Diseases,Parkinsonian Disorders,0.7759352650789123,0.030302276615750492
Neurodegenerative Diseases,Pick Disease of the Brain,0.810571421332173,0.025876563378834167
Neurodegenerative Diseases,Nerve Degeneration,0.8186411907579904,0.024941422327203658
Neurodegenerative Diseases,Frontotemporal Dementia,0.7692041401642394,0.03124588741746941
Neurodegenerative Diseases,Multiple System Atrophy,0.865621866904383,0.020127219463484516
Neurodegenerative Diseases,Striatonigral Degeneration,0.8563503061442896,0.020997822336562673
"Niemann-Pick Disease, Type C",Parkinsonian Disorders,0.8445696287369348,0.04090017529474363
"Supranuclear Palsy, Progressive",Nerve Degeneration,0.6710246684955616,0.03796989079648123
"Supranuclear Palsy, Progressive",Multiple System Atrophy,0.9505980080876512,0.04118042182121325
Tauopathies,Nerve Degeneration,0.734970013401776,0.027746364669468643
Tauopathies,Multiple System Atrophy,0.9219868255674714,0.04549448643105301
Parkinsonian Disorders,Multiple System Atrophy,0.8017633284852302,0.04820537592764059
Parkinsonian Disorders,Striatonigral Degeneration,0.8691739110795624,0.03720944167124922
Parkinsonian Disorders,Nerve Degeneration,0.626848507287519,0.04714839930640691
Parkinsonian Disorders,Parkinson Disease,0.771966151173839,0.028478740866191943
Pick Disease of the Brain,Frontotemporal Dementia,0.9751303842694478,0.04277832374492303
Nerve Degeneration,Multiple System Atrophy,0.6800292929764391,0.03632992087123722
Nerve Degeneration,Striatonigral Degeneration,0.6625788488646732,0.039575059720667445
Reperfusion Injury,"Respiratory Distress Syndrome, Adult",0.7038925594553848,0.04229270062272515
Reperfusion Injury,"Hypertension, Pulmonary",0.8794528726983214,0.019128344831987432
Reperfusion Injury,"Neovascularization, Pathologic",0.9114379772224112,0.01655054915392994
Reperfusion Injury,Polycythemia,0.8788413406112084,0.019181345583826576
Reperfusion Injury,Persistent Fetal Circulation Syndrome,0.7128164805662098,0.04062268543024021
Reperfusion Injury,Myocardial Reperfusion Injury,0.9009456293204958,0.017355512319466863
Reperfusion Injury,"Acidosis, Lactic",0.6631585208610357,0.04603282578480718
Reperfusion Injury,Acidosis,0.6216356944267868,0.04974885461224618
"Respiratory Distress Syndrome, Adult","Lung Diseases, Obstructive",0.8953456927589521,0.02429028391338529
"Respiratory Distress Syndrome, Adult",Acidosis,0.8563805020784593,0.023943682971061548
"Respiratory Distress Syndrome, Adult",Emphysema,0.6897482051581859,0.04979257915171189
"Respiratory Distress Syndrome, Adult","Hypertension, Pulmonary",0.7164712997968838,0.04428495799734574
"Respiratory Distress Syndrome, Adult","Neovascularization, Pathologic",0.7194382409765492,0.04371214352097941
"Respiratory Distress Syndrome, Adult",Pulmonary Emphysema,0.7087841524471755,0.04580404684386648
"Respiratory Distress Syndrome, Adult",Respiratory Insufficiency,0.9014696972206016,0.0196304839128896
"Hypertension, Pulmonary","Lung Diseases, Obstructive",0.7416065210387396,0.04621468045024957
"Hypertension, Pulmonary","Acidosis, Lactic",0.6656583489867842,0.04549946952543116
"Hypertension, Pulmonary",Polycythemia,0.9521984247452984,0.02050639857759358
"Hypertension, Pulmonary",Myocardial Reperfusion Injury,0.931289375405482,0.024109578152796258
"Hypertension, Pulmonary","Heart Septal Defects, Atrial",0.8071858094399215,0.0401276419110917
"Hypertension, Pulmonary","Neovascularization, Pathologic",0.9480952528069286,0.024802330933879648
"Hypertension, Pulmonary",Persistent Fetal Circulation Syndrome,0.7578041823570517,0.03872754039324182
"Neovascularization, Pathologic",Polycythemia,0.9325109553106202,0.02223845847342735
"Neovascularization, Pathologic",Persistent Fetal Circulation Syndrome,0.7237989985932985,0.04496692581398444
"Neovascularization, Pathologic","Heart Septal Defects, Atrial",0.703817812955253,0.04718270510604703
Polycythemia,Persistent Fetal Circulation Syndrome,0.815129997111302,0.036040378866375816
Polycythemia,Myocardial Reperfusion Injury,0.9151453979365683,0.023886672347980115
Polycythemia,"Heart Septal Defects, Atrial",0.779255249357518,0.04176190438487849
Intracranial Aneurysm,Migraine Disorders,0.7379495960008307,0.034883173385149575
Intracranial Aneurysm,Meningioma,0.7293766352541269,0.036278346332889976
Intracranial Aneurysm,Carotid Artery Diseases,0.6241661769268276,0.047877750608125665
Cerebral Infarction,CADASIL,0.631347013040358,0.049090846910565894
Prion Diseases,Sleep Disorders,0.6475029542964618,0.03403758338456603
"Myoclonic Epilepsies, Progressive",Hepatolenticular Degeneration,0.5505525281887104,0.047520696947220394
Friedreich Ataxia,Vitamin E Deficiency,0.6307134297252884,0.03000583627297244
Nasopharyngeal Neoplasms,Ankylosis,0.6503250721579865,0.03486054500995539
Nasopharyngeal Neoplasms,Head and Neck Neoplasms,0.5947660187458726,0.04647702980379475
Nasopharyngeal Neoplasms,Myositis Ossificans,0.5727634954006651,0.04809191286634499
Ankylosis,Myositis Ossificans,0.844912158540369,0.010777241623460797
Ankylosis,Oral Submucous Fibrosis,0.8073033501760442,0.034107078125171136
Head and Neck Neoplasms,Mouth Neoplasms,0.6900680284337882,0.025227807668018888
"Muscular Dystrophy, Duchenne","Muscular Dystrophy, Oculopharyngeal",0.647644883069883,0.0401185922887219
"Muscular Dystrophy, Duchenne",Glycogen Storage Disease Type IIb,0.6283459898499693,0.04416758157646431
"Muscular Dystrophy, Duchenne",Andersen Syndrome,0.6658163607466017,0.0366453873862979
"Muscular Dystrophy, Duchenne","Muscular Dystrophies, Limb-Girdle",0.7257986872486637,0.02717392844274443
"Muscular Dystrophy, Duchenne","Myopathies, Nemaline",0.6363824148589883,0.042434185576076935
"Muscular Dystrophy, Duchenne","Muscular Dystrophy, Facioscapulohumeral",0.6766832425657746,0.03471344892575572
"Muscular Dystrophy, Duchenne","Myositis, Inclusion Body",0.7082286805383571,0.029662082066689667
"Muscular Dystrophy, Duchenne",Dermatomyositis,0.6554270026404956,0.038592659271836666
"Muscular Dystrophy, Oculopharyngeal","Muscular Dystrophy, Facioscapulohumeral",0.8356844101673037,0.023442637427065635
"Muscular Dystrophy, Oculopharyngeal","Muscular Atrophy, Spinal",0.6793230909483332,0.04695961130436925
Glycogen Storage Disease Type IIb,"Muscular Dystrophy, Facioscapulohumeral",0.7057128301449686,0.04213054839039152
"Muscular Dystrophies, Limb-Girdle",Muscular Diseases,0.653188003030617,0.04186003076004453
"Muscular Dystrophies, Limb-Girdle",Myositis,0.7209979494909498,0.03653331493685702
"Muscular Dystrophies, Limb-Girdle",Neuromuscular Diseases,0.6761295254709022,0.04488845027065285
"Muscular Dystrophies, Limb-Girdle","Muscular Dystrophy, Facioscapulohumeral",0.8049923935180731,0.02692543525389315
"Muscular Dystrophies, Limb-Girdle",Dermatomyositis,0.6948135046608848,0.03161189268576784
"Muscular Dystrophies, Limb-Girdle","Muscular Atrophy, Spinal",0.6708693335980717,0.04879362333238412
"Myopathies, Nemaline","Myositis, Inclusion Body",0.8278809971074841,0.04664802904082111
"Myopathies, Nemaline","Myopathy, Central Core",0.8413683276706874,0.04435221446614235
"Myopathies, Nemaline","Muscular Dystrophy, Facioscapulohumeral",0.7531964890969253,0.03401196960559866
"Myopathies, Nemaline",Dermatomyositis,0.7308563265679167,0.026397796072090245
"Muscular Dystrophy, Facioscapulohumeral",Muscular Diseases,0.6523730740273769,0.04202665345814368
"Muscular Dystrophy, Facioscapulohumeral",Myositis,0.7221177256424544,0.036345012924662114
"Muscular Dystrophy, Facioscapulohumeral",Glycogen Storage Disease Type II,0.7097814502859751,0.04362980972301806
"Muscular Dystrophy, Facioscapulohumeral","Muscular Dystrophy, Emery-Dreifuss",0.6770279619889146,0.047943699149922865
"Muscular Dystrophy, Facioscapulohumeral",Muscle Weakness,0.6916910781557551,0.04487859049816023
"Muscular Dystrophy, Facioscapulohumeral","Myopathies, Structural, Congenital",0.6723416633960161,0.04896665851437843
"Muscular Dystrophy, Facioscapulohumeral","Myositis, Inclusion Body",0.8467785915144813,0.02229751142847898
"Muscular Dystrophy, Facioscapulohumeral",Multiple Acyl Coenzyme A Dehydrogenase Deficiency,0.7496592145457432,0.03455883061355937
"Muscular Dystrophy, Facioscapulohumeral",Dermatomyositis,0.7915976612197372,0.02860285265120586
"Muscular Dystrophy, Facioscapulohumeral","Muscular Atrophy, Spinal",0.7074270901567676,0.04180630635374024
"Myositis, Inclusion Body",Muscle Weakness,0.8091927056704321,0.04838824903742345
"Myositis, Inclusion Body",Glycogen Storage Disease Type II,0.7253318544937132,0.04067673682242522
"Myositis, Inclusion Body",Dermatomyositis,0.8532969890274579,0.014298452025838789
"Myositis, Inclusion Body","Muscular Atrophy, Spinal",0.7254812078940803,0.03809147354890203
Dermatomyositis,Myositis,0.6633270129564841,0.04766751430866754
Dermatomyositis,Distal Myopathies,0.6539591838458677,0.03877286478860352
Dermatomyositis,"Myopathies, Structural, Congenital",0.6151397740644571,0.04706884749876132
Dermatomyositis,"Muscular Atrophy, Spinal",0.6701444793263773,0.035760498200636225
"Sinus Thrombosis, Intracranial",Headache,0.8015849774436375,0.021772171367987536
"Sinus Thrombosis, Intracranial",Migraine Disorders,0.7649385244861657,0.02351890667943266
Classical Lissencephalies and Subcortical Band Heterotopias,"Epilepsies, Partial",0.8129689965076877,0.03217157671716602
Classical Lissencephalies and Subcortical Band Heterotopias,Hamartoma,0.7289260135527801,0.046559353998096145
Classical Lissencephalies and Subcortical Band Heterotopias,"Epilepsy, Benign Neonatal",0.7214270355835068,0.04943608461059579
Classical Lissencephalies and Subcortical Band Heterotopias,Incontinentia Pigmenti,0.9577080469404056,0.04278381788279166
Classical Lissencephalies and Subcortical Band Heterotopias,Malformations of Cortical Development,0.8392344013409339,0.035225902663126356
Classical Lissencephalies and Subcortical Band Heterotopias,"Seizures, Febrile",0.8900833045011519,0.026551425040304794
Classical Lissencephalies and Subcortical Band Heterotopias,Seizures,0.9240681889353384,0.03581561550273654
Incontinentia Pigmenti,"Epilepsies, Partial",0.8305322377822278,0.029839061230423566
Incontinentia Pigmenti,Seizures,0.9160778548502516,0.04913042880562058
Incontinentia Pigmenti,Malformations of Cortical Development,0.8295227690014361,0.03662791965321309
Incontinentia Pigmenti,"Seizures, Febrile",0.8942938731422189,0.026092173634392337
Seizures,"Epilepsy, Benign Neonatal",0.7297733676495043,0.04768967012072848
Seizures,Malformations of Cortical Development,0.8082603928482319,0.03989433915743395
Seizures,"Seizures, Febrile",0.933500705278656,0.022176587536914472
Malformations of Cortical Development,Neuronal Migration Disorders,0.3026341848808294,
Migraine Disorders,Headache,0.761390454237192,0.026447578519632992
Migraine Disorders,Meningioma,0.6219262024133139,0.04754087865694925
Meningioma,Pituitary Neoplasms,0.7297850838303935,0.04268503517078553
Meningioma,Prolactinoma,0.5499823988930177,0.04747761673961781
Poisoning,Hypoglycemia,0.7269957716447246,0.034427819542633686
Huntington Disease,Chorea,0.7559500333190261,0.02922331648379026
Hyperhomocysteinemia,Atherosclerosis,0.6665248676695541,0.03697249210964524
Atherosclerosis,Venous Thromboembolism,0.8481014155727852,0.025639876320874458
Atherosclerosis,Hyperglycemia,0.8203445905043177,0.03875523953229622
Parkinson Disease,Essential Tremor,0.786375714434982,0.02663335498602116
Parkinson Disease,Tremor,0.7063913905141115,0.03861978582864941
Parkinson Disease,Hepatolenticular Degeneration,0.6672404857772612,0.0463128955052433
Parkinson Disease,Olfaction Disorders,0.1335229494290104,
Essential Tremor,Tremor,0.8954420309116635,0.03628178161352671
Tremor,Hepatolenticular Degeneration,0.6397103442620313,0.028908009118028283
Tremor,Jaw Diseases,0.1534513743856295,
Primary Ovarian Insufficiency,Gonadal Dysgenesis,0.9852348779919292,0.021360471738214773
HIV Seropositivity,HIV Infections,0.8366838858126878,0.026833277892689196
HIV Seropositivity,Acquired Immunodeficiency Syndrome,0.7608224850338395,0.03728929916137463
HIV Infections,Inflammatory Bowel Diseases,0.7698842591076968,0.04502599854817336
HIV Infections,Graft vs Host Disease,0.8358547201667734,0.03800386440093808
HIV Infections,Exocrine Pancreatic Insufficiency,0.7377145926008587,0.04823683785653008
HIV Infections,Acquired Immunodeficiency Syndrome,0.8838545039736273,0.026420380588406768
HIV Infections,"Salmonella Infections, Animal",0.7479633925239741,0.046243504942274895
HIV Infections,Crohn Disease,0.754711182411872,0.04497622648796455
HIV Infections,Colorectal Neoplasms,0.7466239661467454,0.0464992681301879
Acquired Immunodeficiency Syndrome,Inflammatory Bowel Diseases,0.7676748967715573,0.04543005189236897
Acquired Immunodeficiency Syndrome,Vipoma,0.7416657454031771,0.044689873515818886
Acquired Immunodeficiency Syndrome,Gram-Negative Bacterial Infections,0.743545138682444,0.04433812728447351
Acquired Immunodeficiency Syndrome,Gastrointestinal Neoplasms,0.7490253386761027,0.04332815022794404
Acquired Immunodeficiency Syndrome,"Salmonella Infections, Animal",0.7692987862492706,0.039787372146281905
Acquired Immunodeficiency Syndrome,Rectal Neoplasms,0.7297238224560894,0.04699090118616332
Acquired Immunodeficiency Syndrome,Crohn Disease,0.7503672206054726,0.043084366431206195
Acquired Immunodeficiency Syndrome,Colorectal Neoplasms,0.7514357952744317,0.042891214530238884
Acquired Immunodeficiency Syndrome,Colonic Neoplasms,0.7539992199848049,0.04243137407224223
Acquired Immunodeficiency Syndrome,Graft vs Host Disease,0.7628469492027081,0.04088168762704762
"Leishmaniasis, Cutaneous",Peripheral Nervous System Diseases,0.6376070730671506,0.022559730776346702
"Leishmaniasis, Cutaneous",Inflammation,0.8011517468430374,0.008430186568234237
"Leishmaniasis, Cutaneous",Burns,0.5315800701025357,0.04259429073251036
"Leishmaniasis, Cutaneous","Melanoma, Experimental",0.555671213821814,0.03687340558036614
"Leishmaniasis, Cutaneous",Sciatic Neuropathy,0.9124810074513714,0.004301382850149963
"Leishmaniasis, Cutaneous","Arthritis, Experimental",0.8180090113788309,0.007614688934982177
"Leishmaniasis, Cutaneous",Hyperalgesia,0.9293297319955104,0.0038841419561390267
Peripheral Nervous System Diseases,Sciatic Neuropathy,0.7669391575265768,0.01613788430550502
Peripheral Nervous System Diseases,"Arthritis, Experimental",0.5867846748423869,0.0427906403800107
Peripheral Nervous System Diseases,Polyneuropathies,0.6427528831164057,0.031618967841680425
Peripheral Nervous System Diseases,Hyperalgesia,0.674667095978175,0.026604348695961483
Peripheral Nervous System Diseases,Inflammation,0.602861985295524,0.039229989830488955
Inflammation,"Arthritis, Experimental",0.8513627783034591,0.016439268371502006
Inflammation,Sciatic Neuropathy,0.7644105706651885,0.028390202810456847
Inflammation,Burns,0.694242668371804,0.039420717827217885
Inflammation,Hyperalgesia,0.7549703152855178,0.029672519397568823
Burns,Testicular Diseases,0.617479996665141,0.04743153280851052
Burns,"Arthritis, Experimental",0.7686089946115977,0.040966523493556534
"Melanoma, Experimental",Fibrosarcoma,0.8662724010290274,0.021931328833357654
"Melanoma, Experimental","Neoplasms, Experimental",0.7497803364767971,0.046309054442845006
Sciatic Neuropathy,Hyperalgesia,0.9802213086628032,0.035185749426213095
Sciatic Neuropathy,"Arthritis, Experimental",0.7887204944296498,0.022300151481003967
"Arthritis, Experimental",Neurogenic Inflammation,0.8167976015441094,0.01945252216202612
"Arthritis, Experimental",Hyperalgesia,0.787663371608721,0.0224151151639364
"Arthritis, Experimental",Arthritis,0.6518475700395178,0.04335241232086646
Hyperalgesia,Neurogenic Inflammation,0.893209508209041,0.008898485029226803
Charcot-Marie-Tooth Disease,Muscular Diseases,0.7043953114068955,0.03261073872695193
Charcot-Marie-Tooth Disease,Myositis,0.7930006353458259,0.026200238935431715
Charcot-Marie-Tooth Disease,Hypertrophy,0.6954501635109964,0.030884630604748806
Charcot-Marie-Tooth Disease,Neuromuscular Diseases,0.8766308099339777,0.02960235138979245
Charcot-Marie-Tooth Disease,Muscular Dystrophies,0.7922012076505917,0.04171975485269687
Charcot-Marie-Tooth Disease,Muscular Atrophy,0.9755210115946004,0.019783093291735502
Muscular Diseases,"Scleroderma, Localized",0.6568210804752815,0.048097167593899266
Muscular Diseases,Myositis,0.8281265594124212,0.017828066832102547
Muscular Diseases,Muscular Dystrophies,0.8166953455167016,0.018851571202630674
Muscular Diseases,Muscular Atrophy,0.6650564557081355,0.03950676687880115
Muscular Diseases,"Muscular Atrophy, Spinal",0.6345094773824,0.045850040880276804
Muscular Diseases,Myotonic Dystrophy,0.6450151083975645,0.04356136851596228
Muscular Diseases,Neuromuscular Diseases,0.856629857088673,0.015511078300855954
Muscular Diseases,Glycogen Storage Disease,0.6166681912561759,0.04821765690458392
Muscular Diseases,Contracture,0.6072492538374432,0.04596806587175998
Neuromuscular Diseases,Myositis,0.801193800722718,0.025227025146918745
Neuromuscular Diseases,Hypertrophy,0.6611579410389596,0.036695433324883966
Neuromuscular Diseases,"Muscular Dystrophy, Emery-Dreifuss",0.6698181179086774,0.046218926587588124
Neuromuscular Diseases,Hereditary Sensory and Autonomic Neuropathies,0.6535711145652462,0.04982708734202841
Neuromuscular Diseases,Muscular Dystrophies,0.8776866173298553,0.01761922501627029
Neuromuscular Diseases,Muscular Atrophy,0.8547908293293227,0.01959858997625706
Neuromuscular Diseases,Contracture,0.5908124026451391,0.04998394264760291
Myositis,"Scleroderma, Localized",0.7277017670337427,0.03462189808563216
Myositis,"Muscular Dystrophy, Emery-Dreifuss",0.7131562666205895,0.03787950695305565
Myositis,Muscular Atrophy,0.7558631368754423,0.031102463212716685
Myositis,Muscular Dystrophies,0.7214653390688517,0.036454600567309134
Spinal Muscular Atrophies of Childhood,"Muscular Atrophy, Spinal",0.867434174516462,0.022742125266567804
Muscular Atrophy,Hypertrophy,0.6831307960218743,0.032858208308948686
Muscular Atrophy,Muscular Dystrophies,0.7833813149102626,0.040260107712073376
"Bulbo-Spinal Atrophy, X-Linked","Muscular Atrophy, Spinal",0.7254711314790089,0.04731269876479456
"Muscular Atrophy, Spinal",Vocal Cord Paralysis,0.1793119680000068,
Obsessive-Compulsive Disorder,Tourette Syndrome,0.8117674154490397,0.010440725308046803
Tourette Syndrome,Tic Disorders,0.7089583176233162,0.019286280825973754
Xanthomatosis,Job's Syndrome,0.7191574726598744,0.03694339462953815
Xanthomatosis,Immunologic Deficiency Syndromes,0.7217308571014001,0.03650690416186839
Xanthomatosis,Lymphopenia,0.7107160900787892,0.038412009849735806
Xanthomatosis,Hypergammaglobulinemia,0.68827459969318,0.042605205710066735
Job's Syndrome,Lymphopenia,0.910121572572808,0.013911534340097662
Job's Syndrome,Immunologic Deficiency Syndromes,0.9417697587611862,0.02154507750848948
Job's Syndrome,Blood Protein Disorders,0.7198133794035216,0.04618344242866282
Job's Syndrome,Lymphoproliferative Disorders,0.8479731772940383,0.03152961830305126
Job's Syndrome,Multiple Myeloma,0.7410258860139134,0.04517558295671503
Job's Syndrome,Hypergammaglobulinemia,0.9864919414520056,0.04590932010235623
Immunologic Deficiency Syndromes,Agammaglobulinemia,0.7383777647367086,0.04952193834633503
Immunologic Deficiency Syndromes,Lymphopenia,0.9251158881268816,0.012958411808472
Immunologic Deficiency Syndromes,Sjogren's Syndrome,0.679441912438192,0.02883794016574443
Immunologic Deficiency Syndromes,"Candidiasis, Chronic Mucocutaneous",0.8637751339658217,0.02967537654925889
Immunologic Deficiency Syndromes,Lymphoproliferative Disorders,0.8589185677212536,0.030272502759704858
Immunologic Deficiency Syndromes,Familial Mediterranean Fever,0.74928154154786,0.04744360105542282
Immunologic Deficiency Syndromes,Multiple Myeloma,0.7450825291007204,0.04826626100259188
Immunologic Deficiency Syndromes,Dysgammaglobulinemia,0.9631022148003024,0.019737142169220588
Immunologic Deficiency Syndromes,Hypergammaglobulinemia,0.9403782337177032,0.02166858205534412
Immunologic Deficiency Syndromes,Gaucher Disease,0.6404515528410683,0.03591919141027749
Immunologic Deficiency Syndromes,Blood Protein Disorders,0.7324239400506329,0.043744115970503525
Lymphopenia,Blood Protein Disorders,0.7034530479719072,0.03693455774414638
Lymphopenia,Lymphatic Diseases,0.7636619219702224,0.027799839143924674
Lymphopenia,Multiple Myeloma,0.7382998488565917,0.03133529261002741
Lymphopenia,Lymphoproliferative Disorders,0.8783854234579095,0.016165474426437898
Lymphopenia,Hypergammaglobulinemia,0.9129324990967584,0.013727684901403437
Hypergammaglobulinemia,Blood Protein Disorders,0.7234816990007504,0.04546022086759574
Hypergammaglobulinemia,Lymphoproliferative Disorders,0.8506181908877631,0.031188480662848184
Hypergammaglobulinemia,Multiple Myeloma,0.7472232318528071,0.04401572491785459
Pituitary Neoplasms,"Glaucoma, Open-Angle",0.6443586952129665,0.04544307951064939
Pituitary Neoplasms,Optic Nerve Diseases,0.7150169682021017,0.032299249844837334
Pituitary Neoplasms,Adenoma,0.7310504795575719,0.029889384495290827
Gallbladder Neoplasms,Hepatic Veno-Occlusive Disease,0.7276001296677613,0.043196567998745806
Gallbladder Neoplasms,"Cholangitis, Sclerosing",0.7038130626225235,0.047896878853237394
Gallbladder Neoplasms,"Spherocytosis, Hereditary",0.7415789458037666,0.040651815104017955
Gallbladder Neoplasms,"Liver Failure, Acute",0.6987642310483645,0.04895828558072787
Gallbladder Neoplasms,Hepatitis B,0.7188319112783843,0.04487313665415409
Gallbladder Neoplasms,Bile Duct Neoplasms,0.7742842731017333,0.03526652318692759
Gallbladder Neoplasms,Pancreatic Neoplasms,0.7959118602157321,0.03210201654100521
Gallbladder Neoplasms,"Hepatitis B, Chronic",0.7443664932923444,0.040162513352990974
Gallbladder Neoplasms,Liver Neoplasms,0.8112430619470908,0.030031730483476626
"Spherocytosis, Hereditary","Jaundice, Chronic Idiopathic",0.9240763072956688,0.02541350221745972
"Spherocytosis, Hereditary","Liver Failure, Acute",0.7034407084570697,0.034479910869059424
"Liver Failure, Acute",Hepatitis B,0.6960576719654669,0.0357261581630487
"Liver Failure, Acute",Liver Failure,0.7337371243539695,0.029803911764338522
Hepatitis B,"Hepatitis B, Chronic",0.8371289098655226,0.02206848145985178
Hepatitis B,Hepatitis,0.921562386244042,0.02303218010360854
Hepatitis B,Hepatomegaly,0.6640134849912266,0.04150235787011565
Hepatitis B,"Jaundice, Chronic Idiopathic",0.9138960230585684,0.012414931516904723
Hepatitis B,Splenomegaly,0.6543000889508452,0.04349118392396356
Hepatitis B,Liver Failure,0.6622300092470531,0.04186060793881694
Bile Duct Neoplasms,"Carcinoma, Pancreatic Ductal",0.7588871231829668,0.0368790843311616
Bile Duct Neoplasms,Cholangiocarcinoma,0.9629632741036088,0.03365703262089903
Pancreatic Neoplasms,"Carcinoma, Pancreatic Ductal",0.7390534628233245,0.04023153420215719
Pancreatic Neoplasms,Pancreatic Diseases,0.8454145883141125,0.03775540515221495
Pancreatic Neoplasms,"Carcinoma, Hepatocellular",0.7966514542923754,0.039316821259483666
Pancreatic Neoplasms,Liver Neoplasms,0.8611562003928692,0.030226835913896983
"Hepatitis B, Chronic",Liver Failure,0.6809250659719053,0.047755254174473356
Liver Neoplasms,"Carcinoma, Pancreatic Ductal",0.6969222305282584,0.048392097850678405
Liver Neoplasms,Liver Failure,0.7043393100954196,0.04298622957318829
Liver Neoplasms,Pancreatic Diseases,0.8374671073162695,0.03894310973689309
Liver Neoplasms,"Carcinoma, Hepatocellular",0.9262368981059478,0.02805769663083016
Paraganglioma,Chondrosarcoma,0.5817276447279005,0.04990881196306996
"Lung Diseases, Obstructive",Pulmonary Emphysema,0.9081507584948888,0.023021071379025957
"Lung Diseases, Obstructive",Emphysema,0.884170727951621,0.025454677492343425
"Lung Diseases, Obstructive","Pulmonary Disease, Chronic Obstructive",0.814913896405001,0.03401647317925444
"Lung Diseases, Obstructive",Respiratory Insufficiency,0.8882112681145781,0.025027392041491923
Pulmonary Emphysema,"Pulmonary Disease, Chronic Obstructive",0.9113271733346936,0.02512944834857156
Pulmonary Emphysema,Pulmonary Fibrosis,0.8302100680814362,0.03496902825246299
Pulmonary Emphysema,Pulmonary Alveolar Proteinosis,0.8061025922914824,0.038573506426874904
Pulmonary Emphysema,Respiratory Insufficiency,0.7674459747668843,0.04514063099558048
Pulmonary Emphysema,Idiopathic Pulmonary Fibrosis,0.829351935202592,0.03509138310821241
Emphysema,"Pulmonary Disease, Chronic Obstructive",0.890690010681808,0.0174393865706043
Emphysema,Pulmonary Embolism,0.724450895286992,0.03739696933383698
Emphysema,Respiratory Insufficiency,0.7369196246308463,0.035321323615049964
"Pulmonary Disease, Chronic Obstructive",Pulmonary Alveolar Proteinosis,0.8603543991642014,0.038173488963445946
"Pulmonary Disease, Chronic Obstructive",Pulmonary Fibrosis,0.8797014330972311,0.028307052207504797
"Pulmonary Disease, Chronic Obstructive",Idiopathic Pulmonary Fibrosis,0.8892645068349385,0.02824979420957335
"Pulmonary Disease, Chronic Obstructive",Pleural Diseases,0.7123986395179814,0.048566085607867085
"Pulmonary Disease, Chronic Obstructive","Lung Diseases, Interstitial",0.8560046483844891,0.026658831843899278
"Pulmonary Disease, Chronic Obstructive",Mesothelioma,0.7102667546647585,0.04956617328825147
"Pulmonary Disease, Chronic Obstructive",Pulmonary Embolism,0.7685056650158008,0.03869171480458179
